trip_id,pt_sequence,stop_id,service_day,hour,hour_start,y_true,y_pred_naive_boardings_per_min,y_pred_naive_boardings_per_min_std,y_pred_timesfm_boardings_per_min,y_pred_timesfm_boardings_per_min_p10,y_pred_timesfm_boardings_per_min_p90
20001_0310_2,1,43787620,2024-05-01,0,00:00,,0.0,0.0,0.0,0.0,0.016333232
20001_0310_2,1,43787620,2024-05-01,1,01:00,,0.0,0.0,0.0,0.0,0.015873851
20001_0310_2,1,43787620,2024-05-01,2,02:00,,0.0,0.0,0.0011736816,0.0,0.019376628
20001_0310_2,1,43787620,2024-05-01,3,03:00,,0.0,0.0,0.0,0.0,0.023467984
20001_0310_2,1,43787620,2024-05-01,4,04:00,,0.0,0.0,0.0011736816,0.0,0.03346668
20001_0310_2,1,43787620,2024-05-01,5,05:00,0.154,0.045596976,0.03992397,0.022649711,0.0,0.0656879
20001_0310_2,1,43787620,2024-05-01,6,06:00,0.016666668,0.088988766,0.087755226,0.04946604,0.01578772,0.10080179
20001_0310_2,1,43787620,2024-05-01,7,07:00,0.25766668,0.099927105,0.16878824,0.046307802,0.010906802,0.101175025
20001_0310_2,1,43787620,2024-05-01,8,08:00,0.056500003,0.040957537,0.050045803,0.020955747,0.0,0.073353805
20001_0310_2,1,43787620,2024-05-01,9,09:00,0.060833335,0.013405301,0.0179957,0.014782823,0.0,0.06405135
20001_0310_2,1,43787620,2024-05-01,10,10:00,0.14266667,0.023108322,0.023434186,0.01334726,0.0,0.061007965
20001_0310_2,1,43787620,2024-05-01,11,11:00,0.17300001,0.029494325,0.04016131,0.011280048,0.0,0.0613525
20001_0310_2,1,43787620,2024-05-01,12,12:00,0.0,0.024973974,0.027582465,0.013519526,0.0,0.068645164
20001_0310_2,1,43787620,2024-05-01,13,13:00,0.16700001,0.038638614,0.050440088,0.024602078,0.0,0.085312046
20001_0310_2,1,43787620,2024-05-01,14,14:00,0.033333335,0.066776626,0.03969498,0.053370774,0.016275814,0.11923443
20001_0310_2,1,43787620,2024-05-01,15,15:00,0.20499998,0.054318815,0.044232853,0.045905836,0.0038438293,0.11501386
20001_0310_2,1,43787620,2024-05-01,16,16:00,0.119166665,0.14238946,0.20596294,0.049121503,0.0031834682,0.12135905
20001_0310_2,1,43787620,2024-05-01,17,17:00,0.033333335,0.047242794,0.03742863,0.06606115,0.015529316,0.14025107
20001_0310_2,1,43787620,2024-05-01,18,18:00,0.09933333,0.047352735,0.045094375,0.06106539,0.010189015,0.13491078
20001_0310_2,1,43787620,2024-05-01,19,19:00,0.05,0.0838956,0.061140094,0.06238611,0.01710844,0.13129315
20001_0310_2,1,43787620,2024-05-01,20,20:00,0.08633333,0.08210526,0.091628894,0.04312085,0.007088206,0.10200766
20001_0310_2,1,43787620,2024-05-01,21,21:00,0.06666667,0.040064216,0.032443162,0.017768795,0.0,0.06367811
20001_0310_2,1,43787620,2024-05-01,22,22:00,,0.020746583,0.023802979,0.008408922,0.0,0.044298008
20001_0310_2,1,43787620,2024-05-01,23,23:00,,0.0,0.0,0.0,0.0,0.027516274
20001_0310_2,1,43787620,2024-05-02,0,00:00,,0.0,0.0,0.0013001282,0.0,0.025954846
20001_0310_2,1,43787620,2024-05-02,1,01:00,,0.0,0.0,0.0020252657,0.0,0.025531847
20001_0310_2,1,43787620,2024-05-02,2,02:00,,0.0,0.0,0.0002124199,0.0,0.02686127
20001_0310_2,1,43787620,2024-05-02,3,03:00,,0.0,0.0,0.0017835533,0.0,0.035396755
20001_0310_2,1,43787620,2024-05-02,4,04:00,,0.0,0.0,0.00704081,0.0,0.049763568
20001_0310_2,1,43787620,2024-05-02,5,05:00,0.09266667,0.045596976,0.03992397,0.03382562,0.00393631,0.08702511
20001_0310_2,1,43787620,2024-05-02,6,06:00,0.2175,0.088988766,0.087755226,0.057014957,0.018250247,0.118591316
20001_0310_2,1,43787620,2024-05-02,7,07:00,0.4915,0.099927105,0.16878824,0.0539029,0.013536844,0.11970924
20001_0310_2,1,43787620,2024-05-02,8,08:00,0.33766663,0.040957537,0.050045803,0.02988268,0.0,0.09361935
20001_0310_2,1,43787620,2024-05-02,9,09:00,0.3015,0.013405301,0.0179957,0.018643029,0.0,0.079766184
20001_0310_2,1,43787620,2024-05-02,10,10:00,0.22066666,0.023108322,0.023434186,0.019670311,0.0,0.078315906
20001_0310_2,1,43787620,2024-05-02,11,11:00,,0.029494325,0.04016131,0.017736606,0.0,0.07692605
20001_0310_2,1,43787620,2024-05-02,12,12:00,0.17533334,0.024973974,0.027582465,0.016769756,0.0,0.07979639
20001_0310_2,1,43787620,2024-05-02,13,13:00,0.040666666,0.038638614,0.050440088,0.024504568,0.0,0.09182161
20001_0310_2,1,43787620,2024-05-02,14,14:00,0.34133333,0.066776626,0.03969498,0.04789029,0.008763013,0.11916538
20001_0310_2,1,43787620,2024-05-02,15,15:00,0.05,0.054318815,0.044232853,0.0541144,0.010787359,0.12838069
20001_0310_2,1,43787620,2024-05-02,16,16:00,0.082666665,0.14238946,0.20596294,0.054718684,0.0077659497,0.13146253
20001_0310_2,1,43787620,2024-05-02,17,17:00,0.218,0.047242794,0.03742863,0.06831504,0.017434467,0.14602572
20001_0310_2,1,43787620,2024-05-02,18,18:00,0.26700002,0.047352735,0.045094375,0.06124493,0.010183077,0.13853264
20001_0310_2,1,43787620,2024-05-02,19,19:00,0.60499996,0.0838956,0.061140094,0.0656562,0.020455882,0.13853262
20001_0310_2,1,43787620,2024-05-02,20,20:00,0.084,0.08210526,0.091628894,0.04928014,0.012841919,0.11315279
20001_0310_2,1,43787620,2024-05-02,21,21:00,0.048166666,0.040064216,0.032443162,0.021936368,0.0,0.0725148
20001_0310_2,1,43787620,2024-05-02,22,22:00,0.100833334,0.020746583,0.023802979,0.012660635,0.0,0.05338926
20001_0310_2,1,43787620,2024-05-02,23,23:00,,0.0,0.0,0.003112974,0.0,0.035948165
20001_0310_2,1,43787620,2024-05-03,0,00:00,,0.0,0.0,0.0048097586,0.0,0.04678702
20001_0310_2,1,43787620,2024-05-03,1,01:00,,0.0,0.0,0.0029560484,0.0,0.04852951
20001_0310_2,1,43787620,2024-05-03,2,02:00,,0.0,0.0,0.005402947,0.0,0.058307834
20001_0310_2,1,43787620,2024-05-03,3,03:00,,0.0,0.0,0.00851718,0.0,0.07339704
20001_0310_2,1,43787620,2024-05-03,4,04:00,,0.0,0.0,0.02327271,0.0,0.10135098
20001_0310_2,1,43787620,2024-05-03,5,05:00,0.13350001,0.045596976,0.03992397,0.06809542,0.01752621,0.16018774
20001_0310_2,1,43787620,2024-05-03,6,06:00,0.40666667,0.088988766,0.087755226,0.09742112,0.036276482,0.20211865
20001_0310_2,1,43787620,2024-05-03,7,07:00,0.33316666,0.099927105,0.16878824,0.093268804,0.02992753,0.20434311
20001_0310_2,1,43787620,2024-05-03,8,08:00,0.7748333,0.040957537,0.050045803,0.062126473,0.0024740843,0.17056851
20001_0310_2,1,43787620,2024-05-03,9,09:00,0.21966666,0.013405301,0.0179957,0.046703607,0.0,0.15076628
20001_0310_2,1,43787620,2024-05-03,10,10:00,0.15949999,0.023108322,0.023434186,0.044405006,0.0,0.14495951
20001_0310_2,1,43787620,2024-05-03,11,11:00,0.016666668,0.029494325,0.04016131,0.039103396,0.0,0.13964865
20001_0310_2,1,43787620,2024-05-03,12,12:00,0.059,0.024973974,0.027582465,0.039121933,0.0,0.14246628
20001_0310_2,1,43787620,2024-05-03,13,13:00,0.08433333,0.038638614,0.050440088,0.044201102,0.0,0.15286559
20001_0310_2,1,43787620,2024-05-03,14,14:00,0.16216666,0.066776626,0.03969498,0.06479582,0.00718251,0.17853945
20001_0310_2,1,43787620,2024-05-03,15,15:00,0.192,0.054318815,0.044232853,0.0820724,0.02082581,0.19841126
20001_0310_2,1,43787620,2024-05-03,16,16:00,0.17,0.14238946,0.20596294,0.087040335,0.022531224,0.20552948
20001_0310_2,1,43787620,2024-05-03,17,17:00,0.061333336,0.047242794,0.03742863,0.09697623,0.029612396,0.21531704
20001_0310_2,1,43787620,2024-05-03,18,18:00,0.32950002,0.047352735,0.045094375,0.096679635,0.02801821,0.21516877
20001_0310_2,1,43787620,2024-05-03,19,19:00,0.45016667,0.0838956,0.061140094,0.09578985,0.033838857,0.20834713
20001_0310_2,1,43787620,2024-05-03,20,20:00,0.049333334,0.08210526,0.091628894,0.06879984,0.015635427,0.17156951
