algo,variant,group,seed,occupancy,uptime,sync,efficiency,Occupancy Percentage,scenario
matrpo,TFM_PREV3,matrpo-TFM_PREV3,run17,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_Prev3
happo,TFM_PREV3,happo-TFM_PREV3,run22,-0.28577259003423794,0.9910678713246456,0.18090653563293932,0.871874368237466,15.320071523154121,tfm_Prev3
mappo,TFM_PREV3,mappo-TFM_PREV3,run24,-0.09780312575970095,0.3217901413020982,0.036804582152683354,0.13465974596988464,3.1450574108386937,tfm_Prev3
mappo,TFM_PREV3,mappo-TFM_PREV3,run25,-0.09780312575970096,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_Prev3
ia2c,TFM_PREV3,ia2c-TFM_PREV3,run25,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_Prev3
ia2c,TFM_PREV3,ia2c-TFM_PREV3,run22,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_Prev3
happo,TFM_PREV3,happo-TFM_PREV3,run23,-0.2858179477720924,0.9910685716388904,0.18086955104313956,0.871818993679397,15.333872196076829,tfm_Prev3
itrpo,TFM_PREV3,itrpo-TFM_PREV3,run20,-0.10993380684335541,0.3663336322394394,0.056523164404222,0.22277142742102327,4.397749906935425,tfm_Prev3
hatrpo,TFM_PREV3,hatrpo-TFM_PREV3,run18,-0.07794151337058346,0.26703857108675877,0.042233419583600613,0.1765274966379435,3.801146979216201,tfm_Prev3
hatrpo,TFM_PREV3,hatrpo-TFM_PREV3,run20,-0.07100278077151478,0.24193890031644044,0.03655667584219046,0.1599214807974227,3.3328102737924508,tfm_Prev3
ippo,TFM_PREV3,ippo-TFM_PREV3,run18,-0.09660040400580161,0.31909841418557794,0.03953135181446038,0.1299505378087865,3.1145970525015523,tfm_Prev3
maa2c,TFM_PREV3,maa2c-TFM_PREV3,run19,-0.10933384646965268,0.3658840061129395,0.061356638940340553,0.1346482392050853,3.8773394200619484,tfm_Prev3
ia2c,TFM_PREV3,ia2c-TFM_PREV3,run21,-0.11859191634768361,0.394379082634143,0.061331473283055916,0.13314252469046053,3.90239316190563,tfm_Prev3
mappo,TFM_PREV3,mappo-TFM_PREV3,run22,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_Prev3
matrpo,TFM_PREV3,matrpo-TFM_PREV3,run20,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_Prev3
ia2c,TFM_PREV3,ia2c-TFM_PREV3,run24,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_Prev3
ippo,TFM_PREV3,ippo-TFM_PREV3,run16,-0.09660040400580161,0.3190984141855779,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_Prev3
itrpo,TFM_PREV3,itrpo-TFM_PREV3,run19,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_Prev3
maa2c,TFM_PREV3,maa2c-TFM_PREV3,run21,-0.10830351363741157,0.3625607018402121,0.06056294041857094,0.13365694363387662,3.858028417242741,tfm_Prev3
ia2c,TFM_PREV3,ia2c-TFM_PREV3,run23,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_Prev3
ippo,TFM_PREV3,ippo-TFM_PREV3,run17,-0.09660040400580161,0.3190984141855779,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_Prev3
happo,TFM_PREV3,happo-TFM_PREV3,run24,-0.28581168262280104,0.9910700533856165,0.1810570405396104,0.8717808749221965,15.32016736596855,tfm_Prev3
hatrpo,TFM_PREV3,hatrpo-TFM_PREV3,run16,-0.08007420548965809,0.27125623118156694,0.04076426309187208,0.17997649222796866,3.665354280809002,tfm_Prev3
itrpo,TFM_PREV3,itrpo-TFM_PREV3,run18,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_Prev3
maa2c,TFM_PREV3,maa2c-TFM_PREV3,run23,-0.10905184114239022,0.3650089529187773,0.06096427359859431,0.13453885587405232,3.8773394200619484,tfm_Prev3
mappo,TFM_PREV3,mappo-TFM_PREV3,run23,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_Prev3
matrpo,TFM_PREV3,matrpo-TFM_PREV3,run18,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_Prev3
mappo,TFM_PREV3,mappo-TFM_PREV3,run21,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_Prev3
ippo,TFM_PREV3,ippo-TFM_PREV3,run19,-0.09660040400580162,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_Prev3
hatrpo,TFM_PREV3,hatrpo-TFM_PREV3,run17,-0.08721903433181376,0.2986840385356738,0.04560911177733509,0.19580272475524457,4.175647369788179,tfm_Prev3
mappo,TFM_GAMMA85,mappo-TFM_GAMMA85,run31,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma85
mappo,TFM_GAMMA85,mappo-TFM_GAMMA85,run34,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma85
happo,TFM_GAMMA85,happo-TFM_GAMMA85,run33,-0.28582159871632123,0.9910691952140824,0.18128101425280202,0.871832596896391,15.313546623530225,tfm_gamma85
ia2c,TFM_GAMMA85,ia2c-TFM_GAMMA85,run34,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma85
ia2c,TFM_GAMMA85,ia2c-TFM_GAMMA85,run32,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma85
mappo,TFM_GAMMA85,mappo-TFM_GAMMA85,run33,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988464,3.1450574108386937,tfm_gamma85
ippo,TFM_GAMMA85,ippo-TFM_GAMMA85,run27,-0.09660040400580161,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma85
itrpo,TFM_GAMMA85,itrpo-TFM_GAMMA85,run29,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma85
maa2c,TFM_GAMMA85,maa2c-TFM_GAMMA85,run29,-0.10830351363741156,0.3625607018402121,0.060562940418570944,0.13365694363387662,3.858028417242741,tfm_gamma85
ippo,TFM_GAMMA85,ippo-TFM_GAMMA85,run29,-0.09660040400580162,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma85
ia2c,TFM_GAMMA85,ia2c-TFM_GAMMA85,run31,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma85
ippo,TFM_GAMMA85,ippo-TFM_GAMMA85,run28,-0.09660040400580161,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma85
happo,TFM_GAMMA85,happo-TFM_GAMMA85,run34,-0.28591472183230654,0.9910695177827482,0.1814017277671972,0.8718003106948535,15.291555606562891,tfm_gamma85
ia2c,TFM_GAMMA85,ia2c-TFM_GAMMA85,run35,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma85
matrpo,TFM_GAMMA85,matrpo-TFM_GAMMA85,run28,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma85
maa2c,TFM_GAMMA85,maa2c-TFM_GAMMA85,run30,-0.10830351363741156,0.3625607018402121,0.06056294041857094,0.13365694363387662,3.858028417242741,tfm_gamma85
hatrpo,TFM_GAMMA85,hatrpo-TFM_GAMMA85,run30,-0.07803714104500425,0.265509422492219,0.0407912392726206,0.1761721329912431,3.6295006240166816,tfm_gamma85
happo,TFM_GAMMA85,happo-TFM_GAMMA85,run32,-0.28578855273204073,0.9910698799987813,0.1808148671490756,0.871812002811548,15.331585907222447,tfm_gamma85
maa2c,TFM_GAMMA85,maa2c-TFM_GAMMA85,run32,-0.10905184114239022,0.3650089529187773,0.06096427359859431,0.13453885587405232,3.8773394200619484,tfm_gamma85
matrpo,TFM_GAMMA85,matrpo-TFM_GAMMA85,run27,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma85
maa2c,TFM_GAMMA85,maa2c-TFM_GAMMA85,run33,-0.10830351363741156,0.3625607018402121,0.06056294041857094,0.13365694363387662,3.858028417242741,tfm_gamma85
mappo,TFM_GAMMA85,mappo-TFM_GAMMA85,run32,-0.09780312575970095,0.3217901413020982,0.036804582152683354,0.13465974596988464,3.1450574108386937,tfm_gamma85
hatrpo,TFM_GAMMA85,hatrpo-TFM_GAMMA85,run28,-0.07803714104500428,0.265509422492219,0.0407912392726206,0.1761721329912431,3.6295006240166816,tfm_gamma85
matrpo,TFM_GAMMA85,matrpo-TFM_GAMMA85,run30,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma85
maa2c,TFM_GAMMA85,maa2c-TFM_GAMMA85,run31,-0.10905184114239022,0.3650089529187773,0.060964273598594305,0.13453885587405232,3.8773394200619484,tfm_gamma85
happo,TFM_GAMMA85,happo-TFM_GAMMA85,run35,-0.2857628510642849,0.9910688823775691,0.18092333422342963,0.8718088638283836,15.341471410405685,tfm_gamma85
matrpo,TFM_GAMMA85,matrpo-TFM_GAMMA85,run26,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma85
ippo,TFM_GAMMA85,ippo-TFM_GAMMA85,run26,-0.09660040400580161,0.3190984141855779,0.03953135181446038,0.1299505378087865,3.1145970525015523,tfm_gamma85
ippo,TFM_GAMMA85,ippo-TFM_GAMMA85,run30,-0.09660040400580161,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma85
matrpo,TFM_GAMMA85,matrpo-TFM_GAMMA85,run29,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma85
itrpo,TFM_GAMMA85,itrpo-TFM_GAMMA85,run26,-0.10993380684335538,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma85
mappo,TFM_GAMMA85,mappo-TFM_GAMMA85,run35,-0.09780312575970095,0.3217901413020982,0.03680458215268336,0.13465974596988467,3.1450574108386937,tfm_gamma85
hatrpo,TFM_GAMMA85,hatrpo-TFM_GAMMA85,run29,-0.07915380290488493,0.2721735856493616,0.039259873052443744,0.17976912366346365,3.993533689229446,tfm_gamma85
hatrpo,TFM_GAMMA85,hatrpo-TFM_GAMMA85,run27,-0.08310696887057203,0.28309071266566166,0.043200347654072276,0.18446938835148902,3.894154628832489,tfm_gamma85
itrpo,TFM_GAMMA85,itrpo-TFM_GAMMA85,run28,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma85
hatrpo,TFM_GAMMA85,hatrpo-TFM_GAMMA85,run26,-0.08694728142183453,0.29685523294404736,0.04391835033571255,0.19737866949119529,4.283754987462148,tfm_gamma85
itrpo,TFM_GAMMA85,itrpo-TFM_GAMMA85,run27,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma85
ia2c,TFM_GAMMA85,ia2c-TFM_GAMMA85,run33,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma85
happo,TFM_GAMMA85,happo-TFM_GAMMA85,run31,-0.2858327583970814,0.9910702553632381,0.18104045153154552,0.8717348335765525,15.32322410964119,tfm_gamma85
itrpo,TFM_GAMMA85,itrpo-TFM_GAMMA85,run30,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma85
matrpo,TFM_GAMMA95,matrpo-TFM_GAMMA95,run24,-0.08986504289876816,0.30637373630209075,0.044040809633079214,0.18649875984890102,4.086082303040564,tfm_gamma95
itrpo,TFM_GAMMA95,itrpo-TFM_GAMMA95,run23,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma95
itrpo,TFM_GAMMA95,itrpo-TFM_GAMMA95,run25,-0.10993380684335541,0.3663336322394394,0.05652316440422198,0.22277142742102327,4.397749906935425,tfm_gamma95
happo,TFM_GAMMA95,happo-TFM_GAMMA95,run28,-0.28579096072255594,0.9910693075932243,0.18083588608511394,0.8718222882508805,15.331690391375183,tfm_gamma95
itrpo,TFM_GAMMA95,itrpo-TFM_GAMMA95,run21,-0.10993380684335541,0.3663336322394394,0.056523164404222,0.22277142742102327,4.397749906935425,tfm_gamma95
ia2c,TFM_GAMMA95,ia2c-TFM_GAMMA95,run26,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma95
happo,TFM_GAMMA95,happo-TFM_GAMMA95,run27,-0.28591472183230654,0.9910695177827482,0.1814017277671972,0.8718003106948535,15.291555606562891,tfm_gamma95
maa2c,TFM_GAMMA95,maa2c-TFM_GAMMA95,run27,-0.10830351363741156,0.3625607018402121,0.06056294041857094,0.13365694363387662,3.858028417242741,tfm_gamma95
ippo,TFM_GAMMA95,ippo-TFM_GAMMA95,run22,-0.09660040400580162,0.31909841418557794,0.03953135181446039,0.12995053780878646,3.1145970525015523,tfm_gamma95
ia2c,TFM_GAMMA95,ia2c-TFM_GAMMA95,run27,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma95
ia2c,TFM_GAMMA95,ia2c-TFM_GAMMA95,run28,-0.11789862736423323,0.39202715964269097,0.060887456914917176,0.1321292709791672,3.869981258567543,tfm_gamma95
ippo,TFM_GAMMA95,ippo-TFM_GAMMA95,run25,-0.09660040400580162,0.31909841418557794,0.03953135181446039,0.1299505378087865,3.1145970525015523,tfm_gamma95
