timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-11-23T14:33:33,morl_bus:default,df7e69fc-8fb8-452f-809c-4abfb9182ac4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1693527980241925,3.685345422344437e-06,3.1516112404839787e-06,37.000000333,74.90787816518414,38.0,6.677494964887011e-06,2.3940296931534988e-05,6.854708025736424e-06,3.747249992215842e-05,Brazil,BRA,bahia,,,Linux-5.15.0-161-generic-x86_64-with-glibc2.17,3.8.20,3.0.7,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34164810180664,machine,N,1.0
2025-11-23T14:42:22,morl_bus:default,55476ee9-ede9-46bc-a66f-0459d9a622a9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.128666659933515,0.00014297375262069484,6.46101976309152e-06,56.66628631937502,141.8803553919422,38.0,0.0003851480779744172,0.0008460870657582831,0.00022251839086581535,0.0014537535345985157,Brazil,BRA,bahia,,,Linux-5.15.0-161-generic-x86_64-with-glibc2.17,3.8.20,3.0.7,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34164810180664,machine,N,1.0
