episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/policy_0,policy_reward_max/policy_0,policy_reward_mean/policy_0,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_policy_0_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_0/learner_stats/allreduce_latency,info/learner/policy_0/learner_stats/grad_gnorm,info/learner/policy_0/learner_stats/policy_entropy,info/learner/policy_0/learner_stats/policy_loss,info/learner/policy_0/learner_stats/vf_loss
-90.7730806145804,-115.15661969754736,-102.98355106713603,102.75,8,2,1000,0,1000,False,8,1,7b6f7_00000,d9cd1d229f074774822face370beb590,2025-09-06_17-31-52,1757190712,3.072570562362671,3.072570562362671,48556,wesley-B450M-GAMING,192.168.2.103,3.072570562362671,0,1,-115.15661969754736,-90.7730806145804,-102.98355106713603,"[-107.12976156151902, -104.74655648765699, -115.15661969754736, -105.42106806865057, -101.87771647693505, -102.51712580785113, -90.7730806145804, -96.2464798223477]","[180, 176, 70, 84, 78, 76, 87, 71]","[-107.12976156151902, -104.74655648765699, -115.15661969754736, -105.42106806865057, -101.87771647693505, -102.51712580785113, -90.7730806145804, -96.2464798223477]",0.09305331997290817,0.5922341299152183,0.028624030168422916,5.112865965761348,0.0,8522.502,117.336,0.454,2202890.756,13.311,75127.693,0.923,1000,1000,1000,1000,21.939999999999998,62.9,0.0,51064.812,1098.59716796875,-9246.9482421875,72137.5625
