trip_id,pt_sequence,stop_id,service_day,hour,hour_start,y_true,y_pred_naive_boardings_per_min,y_pred_naive_boardings_per_min_std,y_pred_timesfm_boardings_per_min,y_pred_timesfm_boardings_per_min_p10,y_pred_timesfm_boardings_per_min_p90
20001_0310_1,1,44782849,2024-05-01,0,00:00,,0.0,0.0,0.0,0.0,0.1836213
20001_0310_1,1,44782849,2024-05-01,1,01:00,,0.0,0.0,0.0,0.0,0.21658544
20001_0310_1,1,44782849,2024-05-01,2,02:00,,0.0,0.0,0.025393536,0.0,0.28910652
20001_0310_1,1,44782849,2024-05-01,3,03:00,,0.0,0.0,0.0,0.0,0.33360806
20001_0310_1,1,44782849,2024-05-01,4,04:00,,0.27435705,0.04829194,0.29075474,0.0,0.8245675
20001_0310_1,1,44782849,2024-05-01,5,05:00,,1.929704,0.38027665,1.8334755,1.2401212,2.5323148
20001_0310_1,1,44782849,2024-05-01,6,06:00,,3.1756012,0.6766599,2.5125363,1.8005112,3.3201573
20001_0310_1,1,44782849,2024-05-01,7,07:00,,2.9389024,0.78876626,1.678544,0.94426835,2.5125363
20001_0310_1,1,44782849,2024-05-01,8,08:00,,2.301878,0.57342154,1.8631431,1.1997403,2.6246142
20001_0310_1,1,44782849,2024-05-01,9,09:00,,1.0928618,0.35546273,1.0732404,0.49966478,1.7729039
20001_0310_1,1,44782849,2024-05-01,10,10:00,,0.73125756,0.24771848,0.72505695,0.1852695,1.3752742
20001_0310_1,1,44782849,2024-05-01,11,11:00,,1.2274565,0.32847363,0.9545697,0.44156572,1.6142641
20001_0310_1,1,44782849,2024-05-01,12,12:00,,1.1629865,0.53909236,0.90605056,0.3991242,1.559461
20001_0310_1,1,44782849,2024-05-01,13,13:00,,1.1189151,0.5204699,1.189851,0.6863241,1.8342996
20001_0310_1,1,44782849,2024-05-01,14,14:00,,0.97809374,0.34626225,0.8695325,0.39224812,1.4677025
20001_0310_1,1,44782849,2024-05-01,15,15:00,,0.7462892,0.22432272,0.75266445,0.3097091,1.3200593
20001_0310_1,1,44782849,2024-05-01,16,16:00,,1.0403991,0.4056828,0.72629315,0.26932803,1.269789
20001_0310_1,1,44782849,2024-05-01,17,17:00,,1.2610886,0.47477072,0.9555998,0.46567056,1.5122812
20001_0310_1,1,44782849,2024-05-01,18,18:00,,0.9189463,0.42998812,1.0237943,0.53262895,1.5883049
20001_0310_1,1,44782849,2024-05-01,19,19:00,,1.029207,0.33906895,0.94509244,0.4947201,1.4696339
20001_0310_1,1,44782849,2024-05-01,20,20:00,,0.7677745,0.2775913,0.49678046,0.12428591,0.9582781
20001_0310_1,1,44782849,2024-05-01,21,21:00,,0.35710716,0.17572425,0.38635066,0.107803866,0.7549308
20001_0310_1,1,44782849,2024-05-01,22,22:00,,0.18359089,0.075967096,0.1819731,0.0,0.48689118
20001_0310_1,1,44782849,2024-05-01,23,23:00,,0.0,0.0,0.055061262,0.0,0.30064392
20001_0310_1,1,44782849,2024-05-02,0,00:00,,0.0,0.0,0.0,0.0,0.17094775
20001_0310_1,1,44782849,2024-05-02,1,01:00,,0.0,0.0,0.028422983,0.0,0.23319992
20001_0310_1,1,44782849,2024-05-02,2,02:00,,0.0,0.0,0.0,0.0,0.241391
20001_0310_1,1,44782849,2024-05-02,3,03:00,,0.0,0.0,0.0,0.0,0.32657823
20001_0310_1,1,44782849,2024-05-02,4,04:00,,0.27435705,0.04829194,0.29053748,0.0,0.80718964
20001_0310_1,1,44782849,2024-05-02,5,05:00,,1.929704,0.38027665,1.9418586,1.365207,2.6168036
20001_0310_1,1,44782849,2024-05-02,6,06:00,,3.1756012,0.6766599,2.7380314,2.0467045,3.530928
20001_0310_1,1,44782849,2024-05-02,7,07:00,,2.9389024,0.78876626,1.837013,1.1260275,2.643015
20001_0310_1,1,44782849,2024-05-02,8,08:00,,2.301878,0.57342154,2.0073874,1.3619304,2.7413077
20001_0310_1,1,44782849,2024-05-02,9,09:00,,1.0928618,0.35546273,1.1563343,0.60998946,1.8271836
20001_0310_1,1,44782849,2024-05-02,10,10:00,,0.73125756,0.24771848,0.75824803,0.25941148,1.3848656
20001_0310_1,1,44782849,2024-05-02,11,11:00,,1.2274565,0.32847363,1.0220007,0.55347097,1.6543517
20001_0310_1,1,44782849,2024-05-02,12,12:00,,1.1629865,0.53909236,0.9953797,0.5223449,1.6289595
20001_0310_1,1,44782849,2024-05-02,13,13:00,,1.1189151,0.5204699,1.1546962,0.68780476,1.7862283
20001_0310_1,1,44782849,2024-05-02,14,14:00,,0.97809374,0.34626225,0.9164382,0.4702293,1.508858
20001_0310_1,1,44782849,2024-05-02,15,15:00,,0.7462892,0.22432272,0.7815926,0.36343807,1.3348999
20001_0310_1,1,44782849,2024-05-02,16,16:00,,1.0403991,0.4056828,0.78179735,0.35483742,1.2968112
20001_0310_1,1,44782849,2024-05-02,17,17:00,,1.2610886,0.47477072,0.9925127,0.53381234,1.4987211
20001_0310_1,1,44782849,2024-05-02,18,18:00,,0.9189463,0.42998812,1.0867102,0.62309515,1.5912805
20001_0310_1,1,44782849,2024-05-02,19,19:00,,1.029207,0.33906895,1.0187242,0.59074044,1.4950354
20001_0310_1,1,44782849,2024-05-02,20,20:00,,0.7677745,0.2775913,0.5845971,0.22009422,1.005209
20001_0310_1,1,44782849,2024-05-02,21,21:00,,0.35710716,0.17572425,0.431424,0.14391714,0.7703297
20001_0310_1,1,44782849,2024-05-02,22,22:00,,0.18359089,0.075967096,0.22337064,0.0,0.51333475
20001_0310_1,1,44782849,2024-05-02,23,23:00,,0.0,0.0,0.09558982,0.0,0.34296036
20001_0310_1,1,44782849,2024-05-03,0,00:00,,0.0,0.0,0.0,0.0,0.17730129
20001_0310_1,1,44782849,2024-05-03,1,01:00,,0.0,0.0,0.0,0.0,0.16415691
20001_0310_1,1,44782849,2024-05-03,2,02:00,,0.0,0.0,0.0,0.0,0.19044566
20001_0310_1,1,44782849,2024-05-03,3,03:00,,0.0,0.0,0.0,0.0,0.31860343
20001_0310_1,1,44782849,2024-05-03,4,04:00,,0.27435705,0.04829194,0.27424112,0.0,0.77947825
20001_0310_1,1,44782849,2024-05-03,5,05:00,,1.929704,0.38027665,2.0717351,1.4703798,2.755243
20001_0310_1,1,44782849,2024-05-03,6,06:00,,3.1756012,0.6766599,2.6205132,1.9008584,3.4354649
20001_0310_1,1,44782849,2024-05-03,7,07:00,,2.9389024,0.78876626,1.9830105,1.2452819,2.8176785
20001_0310_1,1,44782849,2024-05-03,8,08:00,,2.301878,0.57342154,2.2393262,1.5837502,2.9852695
20001_0310_1,1,44782849,2024-05-03,9,09:00,,1.0928618,0.35546273,1.2263873,0.6891106,1.8868924
20001_0310_1,1,44782849,2024-05-03,10,10:00,,0.73125756,0.24771848,0.7589401,0.28985,1.3496158
20001_0310_1,1,44782849,2024-05-03,11,11:00,,1.2274565,0.32847363,1.0945327,0.6656972,1.676993
20001_0310_1,1,44782849,2024-05-03,12,12:00,,1.1629865,0.53909236,1.0037543,0.57676727,1.5724541
20001_0310_1,1,44782849,2024-05-03,13,13:00,,1.1189151,0.5204699,1.2329595,0.82034904,1.7915957
20001_0310_1,1,44782849,2024-05-03,14,14:00,,0.97809374,0.34626225,0.97746545,0.583134,1.4900964
20001_0310_1,1,44782849,2024-05-03,15,15:00,,0.7462892,0.22432272,0.82384044,0.46031618,1.3015565
20001_0310_1,1,44782849,2024-05-03,16,16:00,,1.0403991,0.4056828,0.8059724,0.43546525,1.2479523
20001_0310_1,1,44782849,2024-05-03,17,17:00,,1.2610886,0.47477072,1.0850852,0.6808954,1.5246004
20001_0310_1,1,44782849,2024-05-03,18,18:00,,0.9189463,0.42998812,1.0883713,0.6825384,1.5393878
20001_0310_1,1,44782849,2024-05-03,19,19:00,,1.029207,0.33906895,1.0201848,0.64556986,1.444091
20001_0310_1,1,44782849,2024-05-03,20,20:00,,0.7677745,0.2775913,0.5749188,0.26109678,0.94388574
20001_0310_1,1,44782849,2024-05-03,21,21:00,,0.35710716,0.17572425,0.3974697,0.1542987,0.69403976
20001_0310_1,1,44782849,2024-05-03,22,22:00,,0.18359089,0.075967096,0.18715963,0.0,0.43361673
20001_0310_1,1,44782849,2024-05-03,23,23:00,,0.0,0.0,0.052429672,0.0,0.2610967
20001_0310_1,1,44782849,2024-05-04,0,00:00,,0.0,0.0,0.012452356,0.0,0.16329277
20001_0310_1,1,44782849,2024-05-04,1,01:00,,0.0,0.0,0.0,0.0,0.124366164
20001_0310_1,1,44782849,2024-05-04,2,02:00,,0.0,0.0,0.0,0.0,0.16004887
20001_0310_1,1,44782849,2024-05-04,3,03:00,,0.0,0.0,0.0,0.0,0.27034083
20001_0310_1,1,44782849,2024-05-04,4,04:00,,0.27435705,0.0,0.30115762,0.0,0.730769
20001_0310_1,1,44782849,2024-05-04,5,05:00,,1.9297041,0.0,2.0041945,1.477064,2.5816052
20001_0310_1,1,44782849,2024-05-04,6,06:00,,3.1756012,0.0,2.8151643,2.1696322,3.4898915
