trip_id,pt_sequence,stop_id,service_day,hour,hour_start,y_true,y_pred_naive_alighting_rate,y_pred_naive_alighting_rate_std,y_pred_timesfm_alighting_rate,y_pred_timesfm_alighting_rate_p10,y_pred_timesfm_alighting_rate_p90,y_pred_timesfm_ratio_alighting_rate,y_pred_timesfm_ratio_alighting_rate_p10,y_pred_timesfm_ratio_alighting_rate_p90
20056_1346_1,1,44042532,2024-05-01,0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,1,01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,2,02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,3,03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,4,04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,5,05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,6,06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,7,07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,8,08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,9,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,10,10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,11,11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20056_1346_1,1,44042532,2024-05-01,12,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
