episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/policy_0,policy_reward_max/policy_0,policy_reward_mean/policy_0,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_policy_0_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_0/learner_stats/allreduce_latency,info/learner/policy_0/learner_stats/grad_gnorm,info/learner/policy_0/learner_stats/policy_entropy,info/learner/policy_0/learner_stats/policy_loss,info/learner/policy_0/learner_stats/vf_loss
-90.7730806145804,-115.15661969754736,-102.98355106713603,102.75,8,2,1000,0,1000,False,8,1,07b63_00000,3838c38c024b4f97851c8434cde8681d,2025-09-06_17-35-46,1757190946,2.9195430278778076,2.9195430278778076,49816,wesley-B450M-GAMING,192.168.2.103,2.9195430278778076,0,1,-115.15661969754736,-90.7730806145804,-102.98355106713603,"[-107.12976156151902, -104.74655648765699, -115.15661969754736, -105.42106806865057, -101.87771647693505, -102.51712580785113, -90.7730806145804, -96.2464798223477]","[180, 176, 70, 84, 78, 76, 87, 71]","[-107.12976156151902, -104.74655648765699, -115.15661969754736, -105.42106806865057, -101.87771647693505, -102.51712580785113, -90.7730806145804, -96.2464798223477]",0.08041987162150308,0.5304297049364406,0.02591362494432522,4.918255372913535,0.0,8209.749,121.806,0.347,2878726.15,11.445,87375.872,0.956,1000,1000,1000,1000,17.220000000000002,62.98,0.0,51064.812,1098.59716796875,-9246.9482421875,72137.5625
