trip_id,pt_sequence,stop_id,service_day,hour,hour_start,y_true,y_pred_naive_boardings_per_min,y_pred_naive_boardings_per_min_std,y_pred_timesfm_boardings_per_min,y_pred_timesfm_boardings_per_min_p10,y_pred_timesfm_boardings_per_min_p90
20002_1367_5,1,45833306,2024-05-01,0,00:00,,0.0,0.0,0.0,0.0,0.03443643
20002_1367_5,1,45833306,2024-05-01,1,01:00,,0.0,0.0,0.004816003,0.0,0.040078394
20002_1367_5,1,45833306,2024-05-01,2,02:00,,0.0,0.0,0.010457996,0.0,0.063704215
20002_1367_5,1,45833306,2024-05-01,3,03:00,,0.0,0.0,0.012221114,0.0,0.10513753
20002_1367_5,1,45833306,2024-05-01,4,04:00,0.26666668,0.33204,0.04275115,0.3045464,0.17284131,0.44630122
20002_1367_5,1,45833306,2024-05-01,5,05:00,0.38333333,1.1482934,0.28895694,1.1201656,0.9382117,1.3007091
20002_1367_5,1,45833306,2024-05-01,6,06:00,0.11666667,1.5991516,0.41419238,1.7577096,1.5687032,1.960821
20002_1367_5,1,45833306,2024-05-01,7,07:00,0.21666667,0.5783473,0.16804844,0.5813562,0.41562298,0.7633102
20002_1367_5,1,45833306,2024-05-01,8,08:00,0.016666668,0.24371961,0.09106624,0.24177931,0.12435554,0.38582623
20002_1367_5,1,45833306,2024-05-01,9,09:00,0.083333336,0.16560537,0.09073587,0.18832374,0.10704391,0.30133975
20002_1367_5,1,45833306,2024-05-01,10,10:00,0.11666667,0.16485111,0.07191423,0.14110516,0.06626073,0.23596102
20002_1367_5,1,45833306,2024-05-01,11,11:00,0.16666667,0.13682225,0.09993302,0.1584719,0.08314262,0.2460549
20002_1367_5,1,45833306,2024-05-01,12,12:00,0.083333336,0.25353482,0.079428926,0.24777393,0.17002036,0.33258003
20002_1367_5,1,45833306,2024-05-01,13,13:00,0.18333334,0.07863288,0.055711158,0.13317113,0.06308713,0.21057211
20002_1367_5,1,45833306,2024-05-01,14,14:00,0.1,0.05197302,0.039318454,0.0767513,0.009752744,0.14189857
20002_1367_5,1,45833306,2024-05-01,15,15:00,0.083333336,0.05354007,0.05418587,0.07110932,0.016805228,0.12488447
20002_1367_5,1,45833306,2024-05-01,16,16:00,0.25,0.09191176,0.05856237,0.19825229,0.14150187,0.25487047
20002_1367_5,1,45833306,2024-05-01,17,17:00,0.083333336,0.104049996,0.07220152,0.09402988,0.027736574,0.15150759
20002_1367_5,1,45833306,2024-05-01,18,18:00,0.016666668,0.048195776,0.038206555,0.04254677,0.0,0.10742959
20002_1367_5,1,45833306,2024-05-01,19,19:00,0.083333336,0.030596266,0.025428787,0.017157847,0.0,0.060177967
20002_1367_5,1,45833306,2024-05-01,20,20:00,0.033333335,0.020295639,0.02099779,0.030910183,0.0,0.07216719
20002_1367_5,1,45833306,2024-05-01,21,21:00,0.0,0.03667848,0.03254199,0.021389335,0.0,0.046073012
20002_1367_5,1,45833306,2024-05-01,22,22:00,0.0,0.0,0.0,0.0009371422,0.0,0.027736567
20002_1367_5,1,45833306,2024-05-01,23,23:00,,0.0,0.0,0.0016423948,0.0,0.02914707
20002_1367_5,1,45833306,2024-05-02,0,00:00,,0.0,0.0,0.0028345985,0.0,0.075609036
20002_1367_5,1,45833306,2024-05-02,1,01:00,,0.0,0.0,0.0,0.0,0.058475662
20002_1367_5,1,45833306,2024-05-02,2,02:00,,0.0,0.0,0.023869637,0.0,0.114456005
20002_1367_5,1,45833306,2024-05-02,3,03:00,,0.0,0.0,0.025905281,0.0,0.15728945
20002_1367_5,1,45833306,2024-05-02,4,04:00,0.33333334,0.33204,0.04275115,0.14015606,0.002410512,0.3175968
20002_1367_5,1,45833306,2024-05-02,5,05:00,0.9166667,1.1482934,0.28895694,0.36687642,0.19045356,0.5870659
20002_1367_5,1,45833306,2024-05-02,6,06:00,1.8666667,1.5991516,0.41419238,0.47849786,0.2889281,0.7105618
20002_1367_5,1,45833306,2024-05-02,7,07:00,0.5,0.5783473,0.16804844,0.2011407,0.034737013,0.3994574
20002_1367_5,1,45833306,2024-05-02,8,08:00,0.23333333,0.24371961,0.09106624,0.14605096,0.029425237,0.30695197
20002_1367_5,1,45833306,2024-05-02,9,09:00,0.25,0.16560537,0.09073587,0.13710257,0.05253835,0.26085305
20002_1367_5,1,45833306,2024-05-02,10,10:00,0.13333334,0.16485111,0.07191423,0.1239557,0.049824152,0.2447375
20002_1367_5,1,45833306,2024-05-02,11,11:00,0.16666667,0.13682225,0.09993302,0.1271364,0.054107495,0.23884264
