timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-02T21:26:13,marllib:maa2c:maa2c-run1,ddfc0ede-7d3b-4ccf-b23e-a059f49a25af,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1294.3625234460924,0.0088361851681698,6.8266695057304906e-06,48.228315112,164.77660245758597,38.0,0.0174925702476879,0.0591639742755916,0.0131895648858573,0.089846109409137,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:28:20,marllib:ippo:ippo-run1,66aa6e58-cde2-4e3e-868a-30c3575895e4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1423.6286108710335,0.0097148632512387,6.824015179980661e-06,44.177230751500005,165.02673160155308,38.0,0.0191908474591852,0.0650791942855306,0.0145104443987614,0.0987804861434774,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:28:41,marllib:mappo:mappo-run1,8a102d93-2d30-484f-ae51-c7a166634395,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1436.622153095901,0.0097793437381686,6.807178712296991e-06,43.365671234500006,164.78116047252269,38.0,0.0191202998023375,0.065673640038872,0.0146421822778846,0.0994361221190942,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:28:52,marllib:itrpo:itrpo-run1,6fdc7bc8-92a9-42cd-8931-04bd5d4d3b09,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1457.831729543861,0.0099337052859959,6.814027356301363e-06,38.831141137,170.42517352523413,38.0,0.0195051823311822,0.0666446152600936,0.0148558688787691,0.1010056664700451,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:29:11,marllib:matrpo:matrpo-run1,7b25fe1b-42e3-4cc7-ad71-680456f4439a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1467.7308632461354,0.009985433180502,6.803313489243921e-06,38.53029729907693,165.22374056409285,38.0,0.019473194967574,0.0670987881234346,0.014959651314389,0.1015316344053977,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:30:26,marllib:hatrpo:hatrpo-run1,e32f3d0e-2e0f-4f45-af84-f28623ace85a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1538.2248676270249,0.0104319952509124,6.781840204550559e-06,37.554836793,164.46764095956885,38.0,0.020071565529699,0.0703242354260051,0.0156764653935089,0.1060722663492131,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:32:25,marllib:coma:coma-run1,2a485b2a-b0af-4fc6-9ad2-cf7ad305429d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1664.5614785260989,0.0112750929214557,6.773611588944989e-06,37.249543251400006,164.71817951204997,38.0,0.0215785515168212,0.0760993442127588,0.0169669666108415,0.1146448623404216,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T21:45:21,marllib:happo:happo-run1,d10a7de4-64d1-4e78-8e1b-cd8c064c9423,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2431.1483348228503,0.0162329176104929,6.677057659534272e-06,0.0,127.15073429639962,38.0,0.0290238183799707,0.1110979583227411,0.0249341228630432,0.1650558995657552,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T22:06:18,marllib:maa2c:maa2c-run2,0e2fd010-a7b0-4456-bda6-d9b6ae5ca37a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1238.1439274700824,0.008418563607103,6.799341676136778e-06,47.57139697937501,165.33251808866257,38.0,0.0163918974995035,0.0565897308273068,0.0126181155124441,0.0855997438392545,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
2025-10-02T22:08:55,marllib:ippo:ippo-run2,46ad964f-0739-4cfe-a175-26e102eb6c6c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1397.9956940601114,0.009479426450537,6.780726500670766e-06,44.072536384,164.6197537292685,38.0,0.0182376692211072,0.0639037061229252,0.0142451953085178,0.0963865706525503,Brazil,BRA,bahia,,,Linux-5.15.0-153-generic-x86_64-with-glibc2.17,3.8.20,3.0.5,64,Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz,5,1 x NVIDIA L40S4 x NVIDIA A16,-38.4858,-12.8665,125.34161376953124,machine,N,1.0
