trip_label,pt_sequence,stop_id,method,n_points,mse,rmse,mae,mape_pct,wape_pct
20001_0310_1,1,44782849,timesfm,329,0.0,0.0,0.0,,
20001_0310_1,2,47567835,timesfm,329,1.7249624023805232,1.3133782404092598,0.990401998817498,59.16301555291024,47.59452668153942
20001_0310_1,3,44783952,timesfm,326,0.14838535736324232,0.385208200020771,0.2118269032471602,69.45561736008999,97.75724493250183
20001_0310_1,4,44784227,timesfm,325,1.5113346588792165,1.2293635177925268,0.7316483803739151,72.61367089329349,75.21942061433329
20001_0310_1,5,44783495,timesfm,325,0.18672482037655702,0.4321166744949297,0.25100536294142983,59.984682360443756,75.34527938805084
20001_0310_1,6,88229436,timesfm,326,0.3975072565796253,0.6304817654616391,0.46350210289373717,46.94992711662482,71.81202398266628
20001_0310_1,7,44783484,timesfm,325,0.11806435587654009,0.3436049415775915,0.22018809370168793,75.44108730264844,108.16353987748838
20001_0310_1,8,69442472,timesfm,326,0.057974908824420524,0.24077979322281287,0.11526054310181953,88.94385727707683,116.85946074223814
20001_0310_1,9,44784228,timesfm,326,0.48808349914506194,0.6986297296458703,0.47224774303215655,54.177021185942834,59.0941941226713
20001_0310_1,10,45833917,timesfm,326,0.30551197089083926,0.5527313731740213,0.34172706143816145,63.08901378210493,85.96470115915704
20001_0310_1,11,44783486,timesfm,326,0.3849215495939522,0.620420461940088,0.42993282596685445,58.12276672727461,80.33589002943111
20001_0310_1,12,44783013,timesfm,326,0.35260382901680704,0.593804537719953,0.4128423341874522,52.616975163590396,86.76258764635838
20001_0310_1,13,45833919,timesfm,326,1.7856100999884388,1.336267226264432,0.9762856771087146,55.919860510988606,46.63749403384899
20001_0310_1,14,44164980,timesfm,327,2.8690587984361526,1.6938296249729938,1.2519417895514908,57.2644677413834,40.17747127225695
20001_0310_1,15,44782829,timesfm,327,3.859948006052975,1.96467503828317,1.3868239720480158,52.450875668844475,40.35645984865336
20001_0310_1,16,44783639,timesfm,327,1.6175548091532734,1.271831281716751,0.9524770446864906,56.2363485218941,43.85742207109596
20001_0310_1,17,43787620,timesfm,327,10.890848904693387,3.300128619416732,1.7559948401210157,48.45984436154946,38.98033259222377
20001_0310_2,1,43787620,timesfm,528,0.0,0.0,0.0,,
20001_0310_2,2,44164986,timesfm,526,0.006719353483416529,0.08197166268544594,0.016027327689404316,99.24648040635431,106.3102293764117
20001_0310_2,3,120548519,timesfm,523,0.049659281703173797,0.22284362612193734,0.050740341506411595,99.57333375813899,101.12348645819382
20001_0310_2,4,44782596,timesfm,521,2.1639296876140395,1.4710301450391965,0.9149968706702416,63.990544574567686,72.728898596488
20001_0310_2,5,45833890,timesfm,521,1.8801380410927184,1.3711812575632436,0.9081979622470076,54.35008799705805,75.13355687057867
20001_0310_2,6,45833892,timesfm,520,0.44777149040726555,0.6691572987028278,0.38325838823856495,74.26994142744256,103.59626192321147
20001_0310_2,7,129107065,timesfm,521,0.30913665841720345,0.5560005921014863,0.2663732053439279,74.72870642341715,92.03722998795914
20001_0310_2,8,45833893,timesfm,520,2.019096671862559,1.420949215089181,0.9486922519920584,57.45787373261967,65.64906250270892
20001_0310_2,9,215205217,timesfm,517,0.20842952955918295,0.4565408301118126,0.20655003589706386,93.146684928622,102.10740861446122
20001_0310_2,10,45833280,timesfm,518,0.38377147536551864,0.619492917930075,0.3247797840256848,76.58062166947094,99.95509254938526
20001_0310_2,11,44783382,timesfm,518,0.11032061775113229,0.33214547678860884,0.08668405480057025,99.68385104232505,101.07107109982387
20001_0310_2,12,44782441,timesfm,517,0.201882229682625,0.4493130642242945,0.22266854814393056,80.11344371116273,101.81571572677701
20001_0310_2,13,69442471,timesfm,515,0.07442050171786682,0.2728012128233062,0.048700306383232826,99.87910510556068,100.71095144284618
20001_0310_2,14,45833896,timesfm,515,0.3128085177523857,0.5592928729676302,0.20705635726581262,89.7656718079771,99.99999974682834
20001_0310_2,15,45833480,timesfm,515,0.02304020545947415,0.15179000447814128,0.035538248757271275,99.68682406556442,102.47590756384186
20001_0310_2,16,88229435,timesfm,516,0.42059955662304443,0.6485364728548768,0.4280652299216007,62.235756934695885,96.58830206819138
20001_0310_2,17,59156287,timesfm,518,0.12465550302148834,0.35306586215816493,0.11143811825775071,97.69242544006903,102.87711126949641
20001_0310_2,18,44784093,timesfm,518,0.18549395344706957,0.43069008979435497,0.11999242800806902,92.4074072768456,101.59159568146639
20001_0310_2,19,45834150,timesfm,516,0.23753674029742738,0.48737741053256395,0.21111323675836266,95.30540204723161,103.74169954400261
20001_0310_2,20,45834147,timesfm,517,0.6222080060210563,0.7888016265329683,0.38922456823355117,74.62243042085163,99.37467814848162
