trip_id,pt_sequence,stop_id,service_day,hour,hour_start,y_true,y_pred_naive_boardings_per_min,y_pred_naive_boardings_per_min_std,y_pred_timesfm_boardings_per_min,y_pred_timesfm_boardings_per_min_p10,y_pred_timesfm_boardings_per_min_p90
20056_1346_2,1,45832939,2024-05-01,0,00:00,0.0,0.00083131494,0.0038095636,0.0,0.0,0.030233186
20056_1346_2,1,45832939,2024-05-01,1,01:00,,0.0,0.0,0.00041058735,0.0,0.032934695
20056_1346_2,1,45832939,2024-05-01,2,02:00,,0.0,0.0,0.0,0.0,0.038973376
20056_1346_2,1,45832939,2024-05-01,3,03:00,,0.0,0.0,0.007932451,0.0,0.066120945
20056_1346_2,1,45832939,2024-05-01,4,04:00,,0.08563037,0.032448053,0.086223386,0.030021297,0.16403757
20056_1346_2,1,45832939,2024-05-01,5,05:00,0.25316668,0.3266075,0.12342145,0.29450482,0.21949807,0.3894286
20056_1346_2,1,45832939,2024-05-01,6,06:00,0.18066667,0.4769476,0.16210516,0.4292627,0.34959453,0.5343569
20056_1346_2,1,45832939,2024-05-01,7,07:00,0.22316666,0.3713236,0.12812501,0.26314607,0.18771555,0.36188373
20056_1346_2,1,45832939,2024-05-01,8,08:00,0.2593333,0.12321195,0.061785713,0.103703775,0.0458331,0.18771555
20056_1346_2,1,45832939,2024-05-01,9,09:00,0.185,0.08199025,0.054357033,0.029438622,0.0,0.10073739
20056_1346_2,1,45832939,2024-05-01,10,10:00,0.15983334,0.05016908,0.033546135,0.033570353,0.0,0.095599234
20056_1346_2,1,45832939,2024-05-01,11,11:00,0.197,0.080926195,0.043037686,0.040244676,0.0033239885,0.09740024
20056_1346_2,1,45832939,2024-05-01,12,12:00,0.0,0.07254626,0.04025952,0.04686604,0.014553812,0.09824778
20056_1346_2,1,45832939,2024-05-01,13,13:00,0.054666664,0.060215633,0.034776565,0.03780802,0.0051779654,0.086329326
20056_1346_2,1,45832939,2024-05-01,14,14:00,0.016666668,0.03501921,0.036240663,0.018420683,0.0,0.061711125
20056_1346_2,1,45832939,2024-05-01,15,15:00,0.028666668,0.061668027,0.092323996,0.031451516,0.0036947825,0.06988188
20056_1346_2,1,45832939,2024-05-01,16,16:00,0.041666668,0.050900392,0.031782467,0.039132293,0.0101042595,0.078012906
20056_1346_2,1,45832939,2024-05-01,17,17:00,0.045333333,0.066578105,0.041588638,0.0316634,0.0,0.07072941
20056_1346_2,1,45832939,2024-05-01,18,18:00,0.18083334,0.038619917,0.036211938,0.022870233,0.0,0.06518071
20056_1346_2,1,45832939,2024-05-01,19,19:00,0.205,0.025041386,0.031077377,0.01895039,0.0,0.055725418
20056_1346_2,1,45832939,2024-05-01,20,20:00,0.10599999,0.019202428,0.013477107,0.021492993,0.0,0.05751318
20056_1346_2,1,45832939,2024-05-01,21,21:00,0.0,0.008350027,0.011890566,0.015878081,0.0,0.047872476
20056_1346_2,1,45832939,2024-05-01,22,22:00,0.074,0.0,0.0,0.012593886,0.0,0.04411155
20056_1346_2,1,45832939,2024-05-01,23,23:00,0.030666668,0.00083493575,0.0038261563,0.0077205678,0.0,0.03886744
20056_1346_2,1,45832939,2024-05-02,0,00:00,0.0,0.00083131494,0.0038095636,0.016614709,0.0,0.059390288
