trip_label,pt_sequence,stop_id,method,n_points,mse,rmse,mae,mape_pct,wape_pct
20002_1320_1,9,44164929,naive,565,0.0046754205190173885,0.06837704672634955,0.04540847900912858,71.32811996624454,57.64792504658214
20002_1320_1,9,44164929,timesfm,565,0.003381868794387872,0.05815383731438427,0.03833852627343474,55.712415468489375,48.67233030560386
20002_1320_1,10,45833475,naive,567,0.005151131111282206,0.07177138086509278,0.054517432636658564,83.35405926110457,54.14728524580592
20002_1320_1,10,45833475,timesfm,567,0.004789880071619044,0.0692089594750495,0.05082851106373222,71.33350303409864,50.483409692643185
20002_1320_1,11,44784316,naive,568,0.0017465749962636223,0.041792044652823844,0.030674427740757917,87.66370053146275,76.45420991641726
20002_1320_1,11,44784316,timesfm,568,0.0014585724395763998,0.03819126129857981,0.026766377241151083,60.02330019734801,66.71362353006084
20002_1320_1,12,45834139,naive,568,0.0005381988818056991,0.023199113815094298,0.015508748414683563,63.37947544690281,83.97183839226098
20002_1320_1,12,45834139,timesfm,568,0.0005773944465259152,0.024029033408065236,0.014946262861152538,62.749299505192965,80.92627051430323
20002_1320_1,13,45833214,naive,568,0.014306480674852145,0.11960970142447537,0.07384055698434756,67.52054534735966,39.42391925145586
20002_1320_1,13,45833214,timesfm,568,0.014608867984832033,0.12086715014772224,0.07518017011150245,64.99152222390163,40.13914678914006
20002_1320_1,14,45833208,naive,568,0.0001920249870782587,0.013857308074740156,0.008225849589405082,63.165458598690684,165.58428592887995
20002_1320_1,14,45833208,timesfm,568,0.000204697779612798,0.01430726317689019,0.005090634329853472,97.21997402246674,102.47319030967017
20002_1320_1,15,44784469,naive,568,0.0012297439442132423,0.03506770514609193,0.01804398057853613,63.28992754622732,87.98814603561993
20002_1320_1,15,44784469,timesfm,568,0.0013531459436277077,0.036785132100180196,0.018740842696426858,64.68771310219442,91.38626573148116
20002_1320_1,16,45834755,naive,568,0.0010495492605191972,0.03239674768428456,0.019283263097823806,57.6965547847441,67.63537788593673
