#{"t_start": 1749318088.2601073, "env_id": "None"}
r,l,t
-12150560.637902,5,15.293379
-100000.0,1,15.301621
-100000.0,1,15.307694
-100000.0,1,15.311561
-100000.0,1,15.313384
-100000.0,1,15.322446
-100000.0,1,15.324196
-2586761.072189,2,15.329005
-100000.0,1,15.332823
-100000.0,1,15.338662
-100000.0,1,15.342112
-100000.0,1,15.344136
-100000.0,1,15.348358
-100000.0,1,15.352623
-100000.0,1,15.35538
-100000.0,1,15.358245
-100000.0,1,15.366394
-100000.0,1,15.370698
-100000.0,1,15.374018
-100000.0,1,15.37719
-866482.435595,2,15.381167
-100000.0,1,15.386285
-21836281.334934,8,15.39282
-30944709.248766,29,15.408563
-110890004.635093,28,15.425448
-232153448.291044,64,15.460262
-34197902.807615,31,15.47938
-1703447.924661,4,15.485192
-38310376.20014,15,15.495333
-47036278.050513,25,15.512752
-68726228.967097,73,15.547985
-9283629.156817,6,15.555063
-921336.756949,3,15.558164
-4343674.951918,6,15.569757
-49511158.571378,27,15.585985
-12162108.652174,4,15.590086
-100000.0,1,15.593701
-100000.0,1,15.597894
-6436683.414827,6,15.604314
-8156305.304239,5,15.607866
-2858227.127443,2,15.612126
-24215699.137955,20,15.626241
-1128258.607537,3,15.629143
-6185189.06476,9,15.640435
-100000.0,1,15.642393
-100000.0,1,15.647528
-100000.0,1,15.649429
-100000.0,1,15.654209
-100000.0,1,15.66016
-100000.0,1,15.664046
-100000.0,1,15.670365
-100000.0,1,15.674954
-100000.0,1,15.677751
-100000.0,1,15.68502
-100000.0,1,15.687642
-100000.0,1,15.691152
-100000.0,1,15.694015
-100000.0,1,15.699261
-100000.0,1,15.701215
-100000.0,1,15.705758
-100000.0,1,15.710651
-100000.0,1,15.715255
-100000.0,1,15.722304
-100000.0,1,15.72742
-100000.0,1,15.729228
-100000.0,1,15.735089
-100000.0,1,15.738739
-100000.0,1,15.747306
-100000.0,1,15.750314
-100000.0,1,15.75648
-100000.0,1,15.761401
-100000.0,1,15.766795
-100000.0,1,15.768762
-100000.0,1,15.776984
-100000.0,1,15.778992
-100000.0,1,15.786335
-100000.0,1,15.788341
-100000.0,1,15.795567
-100000.0,1,15.798985
-100000.0,1,15.802637
-100000.0,1,15.808067
-100000.0,1,15.814924
-100000.0,1,15.817335
-100000.0,1,15.82124
-100000.0,1,15.822931
-100000.0,1,15.828297
-100000.0,1,15.829989
-100000.0,1,15.835347
-100000.0,1,15.839002
-100000.0,1,15.842999
-100000.0,1,15.84525
-100000.0,1,15.849991
-100000.0,1,15.852702
-100000.0,1,15.861559
-100000.0,1,15.863908
-100000.0,1,15.870198
-100000.0,1,15.87457
-100000.0,1,15.881215
-100000.0,1,15.884337
-100000.0,1,15.889579
-100000.0,1,15.891861
-100000.0,1,15.896118
-100000.0,1,15.898428
-100000.0,1,15.906441
-100000.0,1,15.909256
-100000.0,1,15.913359
-100000.0,1,15.915312
-100000.0,1,15.919252
-100000.0,1,15.922332
-100000.0,1,15.925965
-100000.0,1,15.928516
-100000.0,1,15.934023
-100000.0,1,15.939088
-100000.0,1,15.943318
-100000.0,1,15.94642
-100000.0,1,15.952716
-100000.0,1,15.954727
-100000.0,1,15.960183
-100000.0,1,15.962784
-100000.0,1,15.970602
-100000.0,1,15.972677
-100000.0,1,15.980936
-100000.0,1,15.983746
-100000.0,1,15.989686
-100000.0,1,15.99224
-100000.0,1,15.997659
-100000.0,1,16.000804
-100000.0,1,16.005642
-100000.0,1,16.008974
-100000.0,1,16.016248
-100000.0,1,16.02073
-100000.0,1,16.025407
-100000.0,1,16.030605
-100000.0,1,16.03474
-100000.0,1,16.03737
-100000.0,1,16.041659
-100000.0,1,16.046682
-100000.0,1,16.052789
-100000.0,1,16.055456
-100000.0,1,16.060676
-100000.0,1,16.062914
-100000.0,1,16.069337
-100000.0,1,16.07136
-100000.0,1,16.074993
-100000.0,1,16.07669
-100000.0,1,16.083391
-100000.0,1,16.088289
-100000.0,1,16.091749
-100000.0,1,16.096534
-100000.0,1,16.104395
-100000.0,1,16.108006
-100000.0,1,16.112278
-100000.0,1,16.117235
-100000.0,1,16.121591
-100000.0,1,16.123817
-100000.0,1,16.127703
-100000.0,1,16.131417
-100000.0,1,16.135633
-100000.0,1,16.138732
-100000.0,1,16.143533
-100000.0,1,16.145995
-100000.0,1,16.151012
-100000.0,1,16.15328
-100000.0,1,16.158595
-100000.0,1,16.161617
-100000.0,1,16.16828
-100000.0,1,16.171276
-100000.0,1,16.175592
-100000.0,1,16.180054
-100000.0,1,16.187179
-100000.0,1,16.1905
-100000.0,1,16.198577
-100000.0,1,16.201435
-100000.0,1,16.205788
-100000.0,1,16.207725
-100000.0,1,16.211655
-100000.0,1,16.215434
-100000.0,1,16.218996
-100000.0,1,16.224032
-100000.0,1,16.228065
-100000.0,1,16.233107
-100000.0,1,16.238781
0.0,1,16.239149
-100000.0,1,16.24347
-100000.0,1,16.247407
-100000.0,1,16.254748
-100000.0,1,16.257555
-100000.0,1,16.264935
-100000.0,1,16.267083
-100000.0,1,16.272151
-100000.0,1,16.278209
-100000.0,1,16.281896
-100000.0,1,16.28403
-100000.0,1,16.29037
-100000.0,1,16.292984
-100000.0,1,16.296643
-100000.0,1,16.299962
-100000.0,1,16.304092
-100000.0,1,16.308353
-100000.0,1,16.31237
-100000.0,1,16.3179
-100000.0,1,16.321375
-100000.0,1,16.32746
-100000.0,1,16.332835
-100000.0,1,16.335117
-100000.0,1,16.342007
-100000.0,1,16.345109
-100000.0,1,16.350995
-100000.0,1,16.357613
-100000.0,1,16.365299
-100000.0,1,16.367562
-100000.0,1,16.372501
-100000.0,1,16.37647
-100000.0,1,16.383884
-100000.0,1,16.386392
-100000.0,1,16.393156
-100000.0,1,16.39819
-100000.0,1,16.402988
-100000.0,1,16.406769
-100000.0,1,16.413221
-100000.0,1,16.416293
-100000.0,1,16.420531
-100000.0,1,16.42418
-100000.0,1,16.428817
-100000.0,1,16.431886
-100000.0,1,16.438904
-100000.0,1,16.442626
-100000.0,1,16.44917
-100000.0,1,16.45225
-100000.0,1,16.456293
-100000.0,1,16.458384
-100000.0,1,16.463682
-100000.0,1,16.471316
-100000.0,1,16.477518
-100000.0,1,16.480783
-100000.0,1,16.486468
-100000.0,1,16.490546
-100000.0,1,16.497847
-100000.0,1,16.502542
-100000.0,1,16.509485
-100000.0,1,16.512276
-100000.0,1,16.518017
-100000.0,1,16.520221
-100000.0,1,16.523496
-100000.0,1,16.525551
-100000.0,1,16.532427
-100000.0,1,16.660852
-100000.0,1,16.664777
-100000.0,1,16.66946
-100000.0,1,16.674142
-100000.0,1,16.676285
-100000.0,1,16.68352
-100000.0,1,16.688496
-100000.0,1,16.694593
-100000.0,1,16.701708
-100000.0,1,16.706138
-100000.0,1,16.712554
-100000.0,1,16.717202
-100000.0,1,16.719171
-100000.0,1,16.722826
-397246.549452,2,16.725978
-100000.0,1,16.733867
-100000.0,1,16.738024
-100000.0,1,16.74197
-100000.0,1,16.7447
-100000.0,1,16.74904
-100000.0,1,16.754112
-100000.0,1,16.756257
-100000.0,1,16.759663
-100000.0,1,16.767045
-100000.0,1,16.772362
-100000.0,1,16.77503
-100000.0,1,16.779999
-100000.0,1,16.784581
-100000.0,1,16.787987
-100000.0,1,16.792557
-100000.0,1,16.795841
-100000.0,1,16.8026
-100000.0,1,16.807645
-100000.0,1,16.809945
-100000.0,1,16.814689
-100000.0,1,16.819687
-100000.0,1,16.823027
-100000.0,1,16.829256
-100000.0,1,16.834038
-100000.0,1,16.839554
-100000.0,1,16.84295
-100000.0,1,16.84825
-100000.0,1,16.850404
-100000.0,1,16.855878
-100000.0,1,16.859425
-100000.0,1,16.868171
-100000.0,1,16.871399
-100000.0,1,16.87505
-100000.0,1,16.880439
-100000.0,1,16.884082
-100000.0,1,16.88563
-100000.0,1,16.891179
-100000.0,1,16.897224
-100000.0,1,16.899405
-100000.0,1,16.902447
-100000.0,1,16.908168
-100000.0,1,16.911494
-100000.0,1,16.914627
-100000.0,1,16.916882
-100000.0,1,16.923605
-100000.0,1,16.926892
-100000.0,1,16.931961
-100000.0,1,16.936904
-100000.0,1,16.940882
-100000.0,1,16.945199
-100000.0,1,16.949486
-100000.0,1,16.953352
-100000.0,1,16.959161
-100000.0,1,16.963173
-100000.0,1,16.964917
-100000.0,1,16.969654
-100000.0,1,16.974598
-100000.0,1,16.980223
-100000.0,1,16.984197
-100000.0,1,16.987967
-100000.0,1,16.996253
-100000.0,1,16.999625
-100000.0,1,17.001322
-100000.0,1,17.004471
-100000.0,1,17.008716
-100000.0,1,17.015253
-100000.0,1,17.020181
-100000.0,1,17.022761
-100000.0,1,17.028453
-100000.0,1,17.033645
-100000.0,1,17.036843
-100000.0,1,17.040072
-100000.0,1,17.045244
-100000.0,1,17.049356
-100000.0,1,17.052735
-100000.0,1,17.056039
-100000.0,1,17.060461
-100000.0,1,17.067814
-100000.0,1,17.071712
-100000.0,1,17.073552
-100000.0,1,17.077721
-100000.0,1,17.081282
-100000.0,1,17.086676
-100000.0,1,17.090209
-100000.0,1,17.094272
-100000.0,1,17.101297
-100000.0,1,17.104317
-1615990.170249,2,17.110201
-100000.0,1,17.117694
-100000.0,1,17.120312
-100000.0,1,17.123591
-100000.0,1,17.128507
-100000.0,1,17.134741
-100000.0,1,17.136998
-100000.0,1,17.13908
-100000.0,1,17.14374
-100000.0,1,17.149054
-100000.0,1,17.15187
-100000.0,1,17.156087
-100000.0,1,17.159549
-100000.0,1,17.164869
-100000.0,1,17.170748
-100000.0,1,17.175447
-100000.0,1,17.181898
-100000.0,1,17.190419
-100000.0,1,17.192434
-100000.0,1,17.19497
-100000.0,1,17.198184
-100000.0,1,17.206896
-100000.0,1,17.209135
-100000.0,1,17.212893
-100000.0,1,17.215661
-100000.0,1,17.223753
-100000.0,1,17.225714
-100000.0,1,17.227347
-100000.0,1,17.230817
-100000.0,1,17.241519
-100000.0,1,17.243393
-100000.0,1,17.245301
-100000.0,1,17.247808
-100000.0,1,17.253277
-100000.0,1,17.257329
-100000.0,1,17.259289
-100000.0,1,17.264176
-1115903.552887,3,17.270986
-100000.0,1,17.272897
-1967171.627916,2,17.278643
-100000.0,1,17.283711
-100000.0,1,17.289587
-100000.0,1,17.292835
-100000.0,1,17.2987
-681706.30115,2,17.301014
-5337928.297946,2,17.309405
-100000.0,1,17.315636
-100000.0,1,17.317563
-100000.0,1,17.321197
-172425.903408,2,17.329097
-100000.0,1,17.333742
-100000.0,1,17.337805
-100000.0,1,17.3414
-100000.0,1,17.345456
-100000.0,1,17.351323
-100000.0,1,17.35652
-305269.656529,2,17.359561
-100000.0,1,17.364787
-5855603.774588,2,17.368015
-100000.0,1,17.371617
-100000.0,1,17.37436
-100000.0,1,17.383914
-100000.0,1,17.388447
-100000.0,1,17.390392
-4684008.73573,3,17.394461
-100000.0,1,17.399512
-100000.0,1,17.404087
-100000.0,1,17.409296
-335418.917619,2,17.412094
-643364.101449,2,17.421818
-100000.0,1,17.426422
-100000.0,1,17.432616
-100000.0,1,17.436353
-100000.0,1,17.443317
-355875.8657,2,17.447398
-436479.261159,3,17.450752
-1097706.910579,3,17.45465
-100000.0,1,17.463155
-100000.0,1,17.465365
-100000.0,1,17.468037
-100000.0,1,17.477218
-470773.870719,2,17.484396
-100000.0,1,17.487441
-100000.0,1,17.493907
-100000.0,1,17.496636
-100000.0,1,17.505432
-100000.0,1,17.507738
-100000.0,1,17.512592
-100000.0,1,17.515078
-100000.0,1,17.519893
-100000.0,1,17.523642
-100000.0,1,17.528674
-1212554.481553,2,17.5329
-771792.201347,2,17.540525
-100000.0,1,17.544535
-100000.0,1,17.546363
-100000.0,1,17.54963
-100000.0,1,17.554618
-100000.0,1,17.559868
-100000.0,1,17.563347
-100000.0,1,17.566011
-100000.0,1,17.572787
-101410.41538,2,17.576341
-100000.0,1,17.578609
-100000.0,1,17.582335
-855137.971822,4,17.590856
-100000.0,1,17.595045
-100000.0,1,17.598194
-100000.0,1,17.602678
-100000.0,1,17.610955
-100000.0,1,17.613701
-100000.0,1,17.619315
-100000.0,1,17.623191
-100000.0,1,17.630006
-100000.0,1,17.634596
-100000.0,1,17.636854
-100000.0,1,17.640528
-100000.0,1,17.647426
-100000.0,1,17.650701
-100000.0,1,17.653877
-100000.0,1,17.656918
-100000.0,1,17.665642
-100000.0,1,17.671388
-100000.0,1,17.673548
-931576.097292,2,17.680294
-100000.0,1,17.690371
-100000.0,1,17.69364
-100000.0,1,17.696985
-100000.0,1,17.701807
-100000.0,1,17.707355
-1804389.349391,2,17.711095
-100000.0,1,17.715209
-289734.477009,2,17.720199
-100000.0,1,17.726555
-100000.0,1,17.732213
-100000.0,1,17.7363
-1669521.633299,2,17.742716
-100000.0,1,17.748917
-100000.0,1,17.750714
-100000.0,1,17.752234
-100000.0,1,17.755492
-100000.0,1,17.76439
-100000.0,1,17.767488
-100000.0,1,17.770835
-3158703.288684,2,17.778628
-100000.0,1,17.784865
-100000.0,1,17.788488
-100000.0,1,17.793162
-100000.0,1,17.799145
-100000.0,1,17.803211
-100000.0,1,17.805814
-100000.0,1,17.808116
-100000.0,1,17.814576
-351306.410301,2,17.818859
-100000.0,1,17.821537
-100000.0,1,17.826038
-2168265.439737,2,17.829682
-100000.0,1,17.833608
-100000.0,1,17.837113
-100000.0,1,17.840892
-100000.0,1,17.843155
-100000.0,1,17.84743
-1849160.716088,2,17.855623
-100000.0,1,17.858069
-100000.0,1,17.861595
-3268754.186285,2,17.869827
-100000.0,1,17.872226
-100000.0,1,17.873608
-100000.0,1,17.878233
-100000.0,1,17.883571
-157740.461413,2,17.886808
-2573698.31232,2,17.891257
-100000.0,1,17.894593
-100000.0,1,17.900183
-100000.0,1,17.903243
-100000.0,1,17.908254
-100000.0,1,17.910337
-100000.0,1,17.914526
-100000.0,1,17.917985
-100000.0,1,17.920321
-100000.0,1,17.922893
-100000.0,1,17.92768
-100000.0,1,17.930911
-100000.0,1,17.932606
-100000.0,1,17.935028
-340403.716646,2,17.941474
-653990.594264,2,17.945264
-100000.0,1,17.948725
-100000.0,1,17.954057
-100000.0,1,17.960449
-100000.0,1,17.966621
-100000.0,1,17.969075
-100000.0,1,17.972664
-100000.0,1,17.977832
-100000.0,1,17.985452
-100000.0,1,17.988822
-100000.0,1,17.999613
-100000.0,1,18.00462
-100000.0,1,18.010586
-100000.0,1,18.013614
-100000.0,1,18.021352
-100000.0,1,18.027026
-100000.0,1,18.028893
-100000.0,1,18.032063
-100000.0,1,18.035321
-100000.0,1,18.040966
-100000.0,1,18.043032
-100000.0,1,18.046107
-100000.0,1,18.049548
-100000.0,1,18.053032
-100000.0,1,18.05514
-100000.0,1,18.06017
-100000.0,1,18.066709
-100000.0,1,18.071162
-100000.0,1,18.07405
-100000.0,1,18.076769
-100000.0,1,18.080072
-100000.0,1,18.08573
-100000.0,1,18.088508
-100000.0,1,18.092138
-100000.0,1,18.099688
-100000.0,1,18.104661
-100000.0,1,18.108694
-100000.0,1,18.111743
-100000.0,1,18.117613
-100000.0,1,18.122229
-100000.0,1,18.126015
-100000.0,1,18.130254
-100000.0,1,18.135392
-100000.0,1,18.1401
-100000.0,1,18.14235
-100000.0,1,18.144506
-100000.0,1,18.151054
-100000.0,1,18.155393
-100000.0,1,18.162369
-100000.0,1,18.164049
