#{"t_start": 1749318088.2601073, "env_id": "None"}
r,l,t
-100000.0,1,5.401316
-100000.0,1,5.405169
-100000.0,1,5.411451
-100000.0,1,5.415524
-100000.0,1,5.418182
-100000.0,1,5.421791
-100000.0,1,5.428858
-100000.0,1,5.432683
-100000.0,1,5.438342
-100000.0,1,5.440353
-100000.0,1,5.44717
-100000.0,1,5.452191
-100000.0,1,5.459023
-100000.0,1,5.464339
-100000.0,1,5.468415
-100000.0,1,5.474758
-100000.0,1,5.478176
-100000.0,1,5.48154
-100000.0,1,5.487055
-100000.0,1,5.491737
-100000.0,1,5.498599
-100000.0,1,5.501698
-100000.0,1,5.507191
-100000.0,1,5.511675
-100000.0,1,5.513719
-100000.0,1,5.515784
-100000.0,1,5.521252
-100000.0,1,5.527514
-100000.0,1,5.530169
-100000.0,1,5.532823
-100000.0,1,5.539031
-208978.831159,2,5.545949
-100000.0,1,5.549689
-100000.0,1,5.555725
-100000.0,1,5.557642
-100000.0,1,5.563493
-100000.0,1,5.565114
-100000.0,1,5.570886
-100000.0,1,5.573987
-100000.0,1,5.582954
-100000.0,1,5.585599
-100000.0,1,5.593149
-100000.0,1,5.599455
-100000.0,1,5.603652
-100000.0,1,5.606807
-100000.0,1,5.611552
-100000.0,1,5.614681
-100000.0,1,5.620156
-100000.0,1,5.623781
-100000.0,1,5.628098
-100000.0,1,5.630021
-100000.0,1,5.635551
-100000.0,1,5.63847
-100000.0,1,5.642192
-100000.0,1,5.647117
-100000.0,1,5.654328
-100000.0,1,5.656203
-100000.0,1,5.6608
-100000.0,1,5.667029
-100000.0,1,5.670847
-100000.0,1,5.674017
-100000.0,1,5.681436
-100000.0,1,5.685456
-100000.0,1,5.689943
-100000.0,1,5.694237
-100000.0,1,5.700733
-100000.0,1,5.702986
-100000.0,1,5.70714
-100000.0,1,5.711229
-100000.0,1,5.715755
-100000.0,1,5.718877
-100000.0,1,5.72284
-100000.0,1,5.724355
-100000.0,1,5.727394
-100000.0,1,5.733266
-100000.0,1,5.741666
-100000.0,1,5.74673
-100000.0,1,5.751781
-100000.0,1,5.754184
-100000.0,1,5.759852
-100000.0,1,5.765065
-100000.0,1,5.76912
-100000.0,1,5.771367
-100000.0,1,5.778252
-100000.0,1,5.783451
-100000.0,1,5.788604
-100000.0,1,5.792975
-100000.0,1,5.799168
-100000.0,1,5.802918
-100000.0,1,5.806916
-100000.0,1,5.809134
-100000.0,1,5.814841
-100000.0,1,5.817848
-100000.0,1,5.82404
-100000.0,1,5.828165
-100000.0,1,5.835787
-100000.0,1,5.840185
-513555.510398,2,5.844479
-100000.0,1,5.847423
-100000.0,1,5.85254
-100000.0,1,5.856534
-100000.0,1,5.859831
-100000.0,1,5.863672
-100000.0,1,5.869003
-100000.0,1,5.876094
-1501946.262144,2,5.878891
-100000.0,1,5.883843
-100000.0,1,5.889264
-100441.274191,2,5.892775
-100000.0,1,5.895801
-100000.0,1,5.902858
-100000.0,1,5.907073
-100000.0,1,5.908646
-100000.0,1,5.912371
-100000.0,1,5.917176
-3117233.829949,2,5.921719
-100000.0,1,5.924649
-100000.0,1,5.931114
-100000.0,1,5.934131
-100000.0,1,5.937643
-100000.0,1,5.942524
-100000.0,1,5.948726
-100000.0,1,5.953219
-100000.0,1,5.958402
-100000.0,1,5.963301
-100000.0,1,5.96662
-100000.0,1,5.969989
-100000.0,1,5.974738
-101650.758237,2,5.979316
-100000.0,1,5.981136
-100000.0,1,5.983475
-100000.0,1,5.987974
-100000.0,1,5.991431
-100000.0,1,5.997483
-100000.0,1,6.001205
-100000.0,1,6.007198
-100000.0,1,6.01207
-100000.0,1,6.015245
-100000.0,1,6.018185
-100000.0,1,6.024519
-100000.0,1,6.030296
-100000.0,1,6.031842
-100000.0,1,6.035726
-100000.0,1,6.040335
-100000.0,1,6.04429
-100000.0,1,6.048161
-100000.0,1,6.049732
-100000.0,1,6.054639
-1517492.941962,2,6.058781
-100000.0,1,6.06167
-100000.0,1,6.065093
-100000.0,1,6.073978
-100000.0,1,6.077228
-1532501.161421,2,6.080052
-100000.0,1,6.084723
-100000.0,1,6.088277
-100000.0,1,6.092792
-100000.0,1,6.098786
-100000.0,1,6.103396
-100000.0,1,6.110808
-376839.872493,2,6.113235
-100000.0,1,6.117778
-100000.0,1,6.120096
-100000.0,1,6.126207
-100000.0,1,6.129305
-100000.0,1,6.134548
-100000.0,1,6.136838
-100000.0,1,6.14518
-100000.0,1,6.14799
-100000.0,1,6.152969
-100000.0,1,6.157516
-100000.0,1,6.165323
-100000.0,1,6.166966
-100000.0,1,6.170851
-100000.0,1,6.17308
-446133.835486,2,6.178176
-100000.0,1,6.182564
-100000.0,1,6.184756
-100000.0,1,6.189138
-100000.0,1,6.193357
-100000.0,1,6.198848
-100000.0,1,6.201078
-100000.0,1,6.20417
-100000.0,1,6.210237
-100000.0,1,6.217058
-100000.0,1,6.221556
-100000.0,1,6.225765
-100000.0,1,6.230191
-100000.0,1,6.236217
-100000.0,1,6.240262
-100000.0,1,6.243581
-100000.0,1,6.251527
-335483.341069,2,6.255507
-100000.0,1,6.258525
-100000.0,1,6.26067
-100000.0,1,6.266914
-100000.0,1,6.268886
-100000.0,1,6.272652
-100000.0,1,6.274334
-100000.0,1,6.280093
-100000.0,1,6.282233
-100000.0,1,6.284357
-100000.0,1,6.286213
-100000.0,1,6.292182
-100000.0,1,6.294033
-100000.0,1,6.295782
-100000.0,1,6.30054
-100000.0,1,6.307211
-100000.0,1,6.310997
-100000.0,1,6.312711
-100000.0,1,6.317413
-100000.0,1,6.324837
-3842848.89702,2,6.328398
-100000.0,1,6.331559
-100000.0,1,6.339281
-100000.0,1,6.343208
-100000.0,1,6.346869
-100000.0,1,6.349347
-100000.0,1,6.35341
-100000.0,1,6.3597
-100000.0,1,6.364088
-100000.0,1,6.366585
-100000.0,1,6.371156
-100000.0,1,6.377156
-100000.0,1,6.379804
-100000.0,1,6.383547
-100000.0,1,6.386653
-100000.0,1,6.3932
-100000.0,1,6.400764
-100000.0,1,6.404656
-100000.0,1,6.41019
-100000.0,1,6.415244
-100000.0,1,6.418194
-100000.0,1,6.423734
-100000.0,1,6.427171
-100000.0,1,6.430773
-100000.0,1,6.434639
-100000.0,1,6.436973
-100000.0,1,6.44289
-100000.0,1,6.447371
-100000.0,1,6.448878
-100000.0,1,6.452004
-100000.0,1,6.458195
-100000.0,1,6.465884
-100000.0,1,6.471334
-100000.0,1,6.47564
-100000.0,1,6.481347
-100000.0,1,6.488289
-100000.0,1,6.495537
-100000.0,1,6.497907
-100000.0,1,6.500976
-100000.0,1,6.505077
-100000.0,1,6.510404
-100000.0,1,6.516543
-100000.0,1,6.524269
-100000.0,1,6.529725
-100000.0,1,6.533487
-100000.0,1,6.535943
-100000.0,1,6.53974
-100000.0,1,6.544581
-100000.0,1,6.548227
-100000.0,1,6.553731
-100000.0,1,6.556805
-100000.0,1,6.5612
-100000.0,1,6.564117
-100000.0,1,6.567127
-100000.0,1,6.571355
-100000.0,1,6.578359
-100000.0,1,6.581128
-100000.0,1,6.584743
-318041.695367,2,6.590898
-100000.0,1,6.597181
-100000.0,1,6.60181
-100000.0,1,6.605835
-100000.0,1,6.608795
-100000.0,1,6.614146
-100000.0,1,6.620323
-100000.0,1,6.625177
-100000.0,1,6.629258
-100000.0,1,6.634721
-100000.0,1,6.638121
-100000.0,1,6.643751
-1920169.519374,4,6.651892
-488690.792667,2,6.656435
-100000.0,1,6.658298
-100000.0,1,6.661363
-100000.0,1,6.664909
-100000.0,1,6.671538
-100000.0,1,6.673262
-942238.331717,3,6.677115
-100000.0,1,6.679132
-100000.0,1,6.686609
-100000.0,1,6.690555
-100000.0,1,6.693866
-100000.0,1,6.697167
-100000.0,1,6.704183
-1392776.515827,2,6.707271
-100000.0,1,6.70906
-100000.0,1,6.713829
-100000.0,1,6.719146
-149735.658305,2,6.724841
-2948097.175572,4,6.733002
-100000.0,1,6.736376
-100000.0,1,6.74133
-100000.0,1,6.744244
-100000.0,1,6.746025
-3983629.561811,5,6.751354
-822086.525779,2,6.75933
-21745344.171348,7,6.767481
-15186064.376959,5,6.776847
-7769072.752484,7,6.784446
-100000.0,1,6.789502
-1729796.612311,3,6.793059
-100000.0,1,6.797244
-100000.0,1,6.799147
-5561203.480896,6,6.809365
-655442.313384,2,6.81328
-4952104.443529,8,6.819454
-23310774.245055,11,6.828391
-11470806.628855,10,6.836954
-408731.254653,2,6.840468
-8758730.85541,9,6.847043
-6310565.654101,11,6.8573
-53314625.35307,21,6.872072
-60103720.884879,32,6.889534
-5889786.659204,4,6.893953
-608926.163999,2,6.898777
-95554055.114954,21,6.914293
-353593.011349,5,6.920785
-5324083.83882,5,6.925526
-5164040.561901,7,6.933256
-2300577.7212,2,6.939473
-100000.0,1,6.943115
-610370.987305,2,6.949186
-100000.0,1,6.950999
-100000.0,1,6.957686
-1414361.921913,3,6.964159
-508392.680399,3,6.968316
-8821398.939516,3,6.971043
-100000.0,1,6.978244
-135182.45476,2,6.981486
-100000.0,1,6.983432
-100000.0,1,6.988823
-11261077.581495,9,7.000746
-429416.432933,2,7.007341
-1539477.825501,4,7.010853
-1109990.323222,6,7.016821
-3594659.76688,8,7.02681
-17348246.450696,9,7.035906
-100000.0,1,7.041231
-1002826.026551,3,7.045251
-793739.243138,3,7.05186
-9676331.844037,5,7.060007
-100000.0,1,7.062519
-3452015.13299,5,7.068205
-2968846.724023,3,7.0751
-100000.0,1,7.081661
-100000.0,1,7.084862
-100000.0,1,7.087342
-100000.0,1,7.092195
-2907838.667166,4,7.100753
-100000.0,1,7.104982
-100000.0,1,7.108076
-100000.0,1,7.114103
-7388490.599535,5,7.119311
-585593.064698,2,7.122858
-335303.655192,2,7.125381
-100000.0,1,7.137044
-100000.0,1,7.139279
-2186040.583931,4,7.143452
-2533009.369406,2,7.148476
-100000.0,1,7.155041
-4153204.271589,2,7.158948
-100000.0,1,7.163665
-100000.0,1,7.167467
-100000.0,1,7.17191
-100000.0,1,7.176595
-100000.0,1,7.179426
-402238.615382,2,7.183427
-100000.0,1,7.187053
-100000.0,1,7.190728
-100000.0,1,7.19544
-1022650.385441,3,7.200748
-100000.0,1,7.209093
-286441.410758,2,7.212966
-100000.0,1,7.215312
-4842033.175579,4,7.22337
-100000.0,1,7.233829
-100000.0,1,7.238832
-100000.0,1,7.241362
-100000.0,1,7.243227
-9099301.867902,4,7.252556
-149351.499994,2,7.257376
-1264121.568348,2,7.260754
-11848537.841944,4,7.264668
-100000.0,1,7.269868
-100000.0,1,7.273554
-100000.0,1,7.275904
-594956.782018,3,7.282617
-100000.0,1,7.28755
-100000.0,1,7.29136
-100000.0,1,7.294652
-100000.0,1,7.297039
-100000.0,1,7.303734
-1348740.21147,2,7.310447
-100000.0,1,7.314301
-100000.0,1,7.31607
-100000.0,1,7.320636
-100000.0,1,7.326991
-100000.0,1,7.328977
-100000.0,1,7.332656
-2235292.994996,3,7.340974
-4177195.490745,4,7.344578
-100000.0,1,7.347672
-2008087.52607,2,7.354921
-100000.0,1,7.360395
-100000.0,1,7.362343
-3435669.99212,2,7.366587
-934792.93433,2,7.372177
-100000.0,1,7.376403
-722733.299997,2,7.381249
-1857122.566157,3,7.384724
-100000.0,1,7.391054
-100000.0,1,7.396447
-100000.0,1,7.39937
-2569204.784462,2,7.402692
-100000.0,1,7.40547
-2888010.244346,3,7.412959
-100000.0,1,7.418349
-544398.792171,4,7.42357
-100000.0,1,7.426368
-100000.0,1,7.432547
-100000.0,1,7.438374
-100000.0,1,7.442828
-5844794.995462,6,7.450249
-311762.903139,2,7.456452
-100000.0,1,7.459547
-100000.0,1,7.465317
-100000.0,1,7.469144
-1314668.783621,3,7.478163
-100000.0,1,7.482334
-10039499.718588,4,7.488472
-100000.0,1,7.49195
-100000.0,1,7.497643
-100000.0,1,7.501571
-100000.0,1,7.504541
-1241851.015749,2,7.507774
-5677795.866644,8,7.519876
-100000.0,1,7.52404
-818559.586573,2,7.528389
-100000.0,1,7.530903
-100000.0,1,7.53697
-3969546.883762,3,7.540447
-1049475.206235,2,7.547251
-100000.0,1,7.551011
-100000.0,1,7.556092
-10454177.528291,7,7.562162
-100000.0,1,7.564491
-100000.0,1,7.568793
-100000.0,1,7.574131
-100000.0,1,7.57694
-100000.0,1,7.58426
-100000.0,1,7.590704
-1173389.228159,5,7.597654
-100000.0,1,7.600137
-100000.0,1,7.602965
-100000.0,1,7.606375
-100000.0,1,7.61513
-100000.0,1,7.618489
-100000.0,1,7.62045
-564679.114374,2,7.623977
-100000.0,1,7.629447
-873419.034399,2,7.635459
-100000.0,1,7.637313
-100000.0,1,7.641709
-100000.0,1,7.647454
-100000.0,1,7.650891
-100000.0,1,7.655843
-100000.0,1,7.659597
-100000.0,1,7.663632
-727529.228746,3,7.669697
-447566.334197,3,7.678116
-259991.99999,3,7.686073
-100000.0,1,7.690859
-100000.0,1,7.697413
-100000.0,1,7.699425
-100000.0,1,7.703012
-100000.0,1,7.711337
-100000.0,1,7.71455
-100000.0,1,7.717653
-100000.0,1,7.720646
-100000.0,1,7.724486
-100000.0,1,7.729477
-100000.0,1,7.734461
-100000.0,1,7.739242
-100000.0,1,7.744902
-100000.0,1,7.746726
-100000.0,1,7.754092
-2959114.952398,2,7.758205
-100000.0,1,7.766652
-883822.736219,2,7.773398
-100000.0,1,7.775086
-100000.0,1,7.777122
-100000.0,1,7.781591
-100000.0,1,7.787573
-100000.0,1,7.790641
-100000.0,1,7.794229
-1882418.931398,2,7.801257
-100000.0,1,7.803272
-100000.0,1,7.809136
-100000.0,1,7.811857
-100000.0,1,7.820126
-2243326.428529,2,7.823005
-100000.0,1,7.827972
-100000.0,1,7.8339
-1056945.528643,2,7.841009
-100000.0,1,7.844915
-100000.0,1,7.850559
-100000.0,1,7.855249
-3473959.700555,2,7.860902
-100000.0,1,7.865196
-100000.0,1,7.867387
-100000.0,1,7.872136
-100000.0,1,7.87759
-100000.0,1,7.8832
-100000.0,1,7.886791
-100000.0,1,7.892588
-100000.0,1,7.89854
-100000.0,1,7.903174
-627730.017737,3,7.90734
-100000.0,1,7.911567
-100000.0,1,7.916519
-426209.896419,2,7.920824
-100000.0,1,7.925066
-100000.0,1,7.928152
-100000.0,1,7.933676
-100000.0,1,7.936263
-100000.0,1,7.941775
-100000.0,1,7.943727
-100000.0,1,7.951812
-100000.0,1,7.95447
-1701263.548474,2,7.961442
-100000.0,1,7.965307
-100000.0,1,7.972168
-100000.0,1,7.976249
-100000.0,1,7.978238
-100000.0,1,7.981385
-100000.0,1,7.984943
-100000.0,1,7.992535
-100000.0,1,7.998
-100000.0,1,8.002628
-100000.0,1,8.008665
-100000.0,1,8.012827
-100000.0,1,8.014759
-100000.0,1,8.016599
-100000.0,1,8.022525
-100000.0,1,8.027246
-100000.0,1,8.030533
-100000.0,1,8.03678
-100000.0,1,8.041433
-100000.0,1,8.048167
-100000.0,1,8.050313
-100000.0,1,8.054851
-100000.0,1,8.061846
-100000.0,1,8.068724
-100000.0,1,8.071007
-100000.0,1,8.075758
-7912249.307071,5,8.086033
-100000.0,1,8.090416
-100000.0,1,8.095284
-470236.931749,2,8.099531
-100000.0,1,8.106069
-100000.0,1,8.113195
-100000.0,1,8.119549
-100000.0,1,8.122777
-100000.0,1,8.129897
-100000.0,1,8.131561
-100000.0,1,8.133871
-100000.0,1,8.137679
-100000.0,1,8.142942
-100000.0,1,8.146689
-100000.0,1,8.149856
-100000.0,1,8.15453
-100000.0,1,8.160442
-100000.0,1,8.164874
-100000.0,1,8.167668
-100000.0,1,8.171972
-100000.0,1,8.177573
-100000.0,1,8.185114
-100000.0,1,8.188577
-100000.0,1,8.191573
-100000.0,1,8.198861
-100000.0,1,8.202127
-100000.0,1,8.206213
-100000.0,1,8.210182
-100000.0,1,8.219605
-100000.0,1,8.222608
-100000.0,1,8.228348
-100000.0,1,8.231269
-100000.0,1,8.239997
-100000.0,1,8.241568
-100000.0,1,8.24477
-100000.0,1,8.2463
-100000.0,1,8.252832
-100000.0,1,8.256347
-100000.0,1,8.258819
-100000.0,1,8.267162
-100000.0,1,8.2744
-100000.0,1,8.279508
-100000.0,1,8.284127
-100000.0,1,8.285797
-100000.0,1,8.291603
-100000.0,1,8.296858
-100000.0,1,8.300265
-1231683.192384,2,8.303508
-100000.0,1,8.308965
-100000.0,1,8.311949
-100000.0,1,8.314456
-100000.0,1,8.321834
-100000.0,1,8.327366
-100000.0,1,8.329578
-100000.0,1,8.334716
-100000.0,1,8.339163
-100000.0,1,8.343554
-100000.0,1,8.347816
-100000.0,1,8.35244
-100000.0,1,8.358664
-100000.0,1,8.366181
-100000.0,1,8.370111
-100000.0,1,8.373376
-100000.0,1,8.377114
-100000.0,1,8.382548
-2070238.009526,6,8.38906
-100000.0,1,8.394583
-100000.0,1,8.396819
-100000.0,1,8.402484
-100000.0,1,8.405301
-100000.0,1,8.409851
-100000.0,1,8.412704
-100000.0,1,8.417607
-100000.0,1,8.423136
-100000.0,1,8.427414
-100000.0,1,8.43019
-100000.0,1,8.435839
-100000.0,1,8.439942
-100000.0,1,8.445729
-100000.0,1,8.447834
-100000.0,1,8.45538
-100000.0,1,8.456911
-100000.0,1,8.459983
-100000.0,1,8.4666
-100000.0,1,8.473977
-100000.0,1,8.47732
-100000.0,1,8.481668
-100000.0,1,8.484742
-100000.0,1,8.491089
-100000.0,1,8.493109
-100000.0,1,8.497479
-100000.0,1,8.504089
-100000.0,1,8.509841
-100000.0,1,8.51369
-100000.0,1,8.516865
-100000.0,1,8.51982
-100000.0,1,8.523472
-100000.0,1,8.525617
-100000.0,1,8.529822
-100000.0,1,8.535684
-100000.0,1,8.541996
-100000.0,1,8.546385
-100000.0,1,8.550184
-100000.0,1,8.554724
-100000.0,1,8.56156
-100000.0,1,8.567197
-100000.0,1,8.575162
-100000.0,1,8.580983
-100000.0,1,8.585652
-100000.0,1,8.592669
-100000.0,1,8.601412
-100000.0,1,8.604434
-100000.0,1,8.610022
-100000.0,1,8.612657
-100000.0,1,8.616952
-100000.0,1,8.619174
-100000.0,1,8.628349
-100000.0,1,8.631148
-100000.0,1,8.638798
-100000.0,1,8.641426
-100000.0,1,8.645157
-100000.0,1,8.648004
-100000.0,1,8.654323
-100000.0,1,8.657504
-100000.0,1,8.663974
-100000.0,1,8.667573
-100000.0,1,8.672133
-100000.0,1,8.674858
-100000.0,1,8.684156
-100000.0,1,8.68861
-100000.0,1,8.693353
-100000.0,1,8.699412
-100000.0,1,8.705051
-100000.0,1,8.706866
-100000.0,1,8.712031
-100000.0,1,8.714593
-100000.0,1,8.72046
-100000.0,1,8.723819
-100000.0,1,8.728688
-100000.0,1,8.731719
-100000.0,1,8.736646
-100000.0,1,8.740131
-100000.0,1,8.745878
-100000.0,1,8.749176
-100000.0,1,8.753455
-100000.0,1,8.757052
-100000.0,1,8.760367
-100000.0,1,8.76228
-100000.0,1,8.766765
-100000.0,1,8.770342
-100000.0,1,8.77495
-100000.0,1,8.77968
-100000.0,1,8.783703
-100000.0,1,8.786863
-100000.0,1,8.790802
-100000.0,1,8.797057
-100000.0,1,8.80297
-100000.0,1,8.80624
-100000.0,1,8.811883
-100000.0,1,8.815559
-100000.0,1,8.819118
-100000.0,1,8.82472
-100000.0,1,8.831249
-100000.0,1,8.836072
-100000.0,1,8.840733
-100000.0,1,8.842382
-100000.0,1,8.847665
-100000.0,1,8.853135
-100000.0,1,8.857151
-100000.0,1,8.860173
-100000.0,1,8.863342
-100000.0,1,8.866404
-100000.0,1,8.872371
-100000.0,1,8.87555
-100000.0,1,8.883752
-100000.0,1,8.890037
-100000.0,1,8.894991
-100000.0,1,8.898631
-100000.0,1,8.904518
-100000.0,1,8.90917
-100000.0,1,8.914034
-100000.0,1,8.917072
-100000.0,1,8.921323
-100000.0,1,8.925172
-100000.0,1,8.934527
-100000.0,1,8.938185
-100000.0,1,8.94404
-100000.0,1,8.94845
-100000.0,1,8.954578
-100000.0,1,8.957646
-100000.0,1,8.96144
-418903.333328,2,8.963428
-100000.0,1,8.968744
-100000.0,1,8.973825
-100000.0,1,8.975377
-100000.0,1,8.978201
-100000.0,1,8.984301
-100000.0,1,8.990362
-100000.0,1,8.993194
-100000.0,1,8.997479
-100000.0,1,9.003375
-100000.0,1,9.006764
-100000.0,1,9.009611
-100000.0,1,9.012041
-100000.0,1,9.021068
-100000.0,1,9.026949
-100000.0,1,9.029468
-100000.0,1,9.031887
-100000.0,1,9.037291
-100000.0,1,9.041293
-100000.0,1,9.043607
-100000.0,1,9.045674
-100000.0,1,9.049771
-100000.0,1,9.054254
-100000.0,1,9.05647
-100000.0,1,9.060639
-100000.0,1,9.065045
-100000.0,1,9.071345
-100000.0,1,9.074031
-100000.0,1,9.078102
-100000.0,1,9.083618
-100000.0,1,9.089471
-100000.0,1,9.091516
-100000.0,1,9.098002
-100000.0,1,9.102248
-100000.0,1,9.106688
-100000.0,1,9.111459
-100000.0,1,9.113237
-100000.0,1,9.119272
-100000.0,1,9.124219
-100000.0,1,9.12663
-100000.0,1,9.12966
-100000.0,1,9.1393
-100000.0,1,9.146434
-100000.0,1,9.150379
-100000.0,1,9.154512
-100000.0,1,9.158112
-100000.0,1,9.165762
-100000.0,1,9.171342
-100000.0,1,9.173205
-100000.0,1,9.176969
-100000.0,1,9.18198
-100000.0,1,9.186024
-100000.0,1,9.191202
-100000.0,1,9.19967
-100000.0,1,9.204481
-100000.0,1,9.208452
-100000.0,1,9.212348
-100000.0,1,9.217688
-100000.0,1,9.221162
-100000.0,1,9.228389
-100000.0,1,9.231029
-100000.0,1,9.235934
-386124.583822,2,9.24064
-100000.0,1,9.248387
-100000.0,1,9.250423
-100000.0,1,9.258802
-100000.0,1,9.260716
-100000.0,1,9.264339
-100000.0,1,9.268228
-100000.0,1,9.274602
-100000.0,1,9.276966
-100000.0,1,9.280529
-100000.0,1,9.285331
-100000.0,1,9.29608
-100000.0,1,9.298664
-100000.0,1,9.302249
-100000.0,1,9.304816
-100000.0,1,9.311932
-100000.0,1,9.315124
-100000.0,1,9.318823
-100000.0,1,9.322548
-100000.0,1,9.328833
-100000.0,1,9.330831
-100000.0,1,9.333377
-100000.0,1,9.338377
-1432463.03901,3,9.344541
-100000.0,1,9.349514
-100000.0,1,9.357915
-100000.0,1,9.361424
-100000.0,1,9.366603
-100000.0,1,9.37067
-100000.0,1,9.375509
-100000.0,1,9.379776
-100000.0,1,9.384885
-100000.0,1,9.387636
-100000.0,1,9.391601
-100000.0,1,9.396915
-100000.0,1,9.401682
-100000.0,1,9.403134
-100000.0,1,9.409047
-100000.0,1,9.412731
-100000.0,1,9.417494
-100000.0,1,9.420745
-100000.0,1,9.424057
-100000.0,1,9.425708
-100000.0,1,9.432381
-100000.0,1,9.435851
-100000.0,1,9.439389
-100000.0,1,9.442582
-100000.0,1,9.449673
-100000.0,1,9.454535
-100000.0,1,9.462113
-100000.0,1,9.464262
-100000.0,1,9.472716
-100000.0,1,9.475598
-100000.0,1,9.482888
-100000.0,1,9.485094
-100000.0,1,9.489123
-100000.0,1,9.494093
-100000.0,1,9.500244
-100000.0,1,9.50514
-100000.0,1,9.510787
-100000.0,1,9.514716
-100000.0,1,9.522211
-100000.0,1,9.526013
-100000.0,1,9.532453
-100000.0,1,9.535576
-100000.0,1,9.541111
-100000.0,1,9.546372
-100000.0,1,9.551628
-100000.0,1,9.555843
-100000.0,1,9.561303
-100000.0,1,9.565792
-100000.0,1,9.573708
-100000.0,1,9.575464
-100000.0,1,9.583466
-100000.0,1,9.58607
-100000.0,1,9.590395
-100000.0,1,9.595895
-100000.0,1,9.601207
-100000.0,1,9.60329
-100000.0,1,9.607737
-100000.0,1,9.610295
-100000.0,1,9.614292
-100000.0,1,9.618272
-100000.0,1,9.626086
-100000.0,1,9.629512
-100000.0,1,9.635033
-100000.0,1,9.636808
-100000.0,1,9.64136
-100000.0,1,9.643297
-100000.0,1,9.646893
-100000.0,1,9.64918
-100000.0,1,9.655372
-100000.0,1,9.660372
-100000.0,1,9.665593
-100000.0,1,9.667448
-100000.0,1,9.673786
-100000.0,1,9.678989
-100000.0,1,9.683887
-100000.0,1,9.688897
-100000.0,1,9.693849
-100000.0,1,9.696815
-100000.0,1,9.703953
-698962.824361,2,9.706046
-100000.0,1,9.711748
-100000.0,1,9.716708
-100000.0,1,9.71891
-100000.0,1,9.723454
-100000.0,1,9.726991
-100000.0,1,9.732322
-100000.0,1,9.734547
-100000.0,1,9.736421
-100000.0,1,9.74121
-100000.0,1,9.74755
-100000.0,1,9.753402
-100000.0,1,9.757096
-100000.0,1,9.762239
-100000.0,1,9.767861
-100000.0,1,9.770865
-100000.0,1,9.773197
-100000.0,1,9.780548
-100000.0,1,9.784107
-100000.0,1,9.786272
-100000.0,1,9.78947
-100000.0,1,9.796013
-100000.0,1,9.801288
-100000.0,1,9.806838
-100000.0,1,9.809629
-100000.0,1,9.816581
-100000.0,1,9.820401
-100000.0,1,9.824134
-100000.0,1,9.826037
-100000.0,1,9.832534
-100000.0,1,9.837505
-100000.0,1,9.843578
-100000.0,1,9.845932
-100000.0,1,9.853123
-100000.0,1,9.857913
-100000.0,1,9.860062
-100000.0,1,9.863821
-100000.0,1,9.869461
-100000.0,1,9.875383
-100000.0,1,9.877542
-100000.0,1,9.881908
-100000.0,1,9.887276
-100000.0,1,9.891087
-100000.0,1,9.8954
-100000.0,1,9.899549
-100000.0,1,9.904444
-100000.0,1,9.910211
-100000.0,1,9.915536
-100000.0,1,9.919952
-100000.0,1,9.927876
-100000.0,1,9.931849
-100000.0,1,9.933967
-100000.0,1,9.937024
-100000.0,1,9.943079
-100000.0,1,9.948216
-100000.0,1,9.950865
-100000.0,1,9.953884
-100000.0,1,9.958756
-100000.0,1,9.964062
-100000.0,1,9.967463
-100000.0,1,9.973168
-100000.0,1,9.979636
-100000.0,1,9.985287
-100000.0,1,9.989663
-100000.0,1,9.991795
-100000.0,1,9.999611
-100000.0,1,10.004713
-100000.0,1,10.010535
-100000.0,1,10.013187
-100000.0,1,10.017156
-100000.0,1,10.021913
-100000.0,1,10.025058
-100000.0,1,10.027981
-100000.0,1,10.033042
-100000.0,1,10.036305
-100000.0,1,10.039301
-100000.0,1,10.042621
-100000.0,1,10.048966
-100000.0,1,10.053248
-100000.0,1,10.056293
-100000.0,1,10.05929
-100000.0,1,10.064358
-100000.0,1,10.069753
-100000.0,1,10.071684
-100000.0,1,10.074911
-100000.0,1,10.079324
-100000.0,1,10.08388
-100000.0,1,10.086514
-100000.0,1,10.088833
-100000.0,1,10.093696
-100000.0,1,10.097507
-100000.0,1,10.099733
-100000.0,1,10.105263
-100000.0,1,10.11318
-100000.0,1,10.119808
-100000.0,1,10.122079
-100000.0,1,10.123952
-100000.0,1,10.132259
-100000.0,1,10.13782
-100000.0,1,10.140347
-100000.0,1,10.143226
-100000.0,1,10.15036
-100000.0,1,10.15678
-100000.0,1,10.158781
-100000.0,1,10.162948
-1278814.576556,2,10.169398
-100000.0,1,10.172774
-100000.0,1,10.17571
-100000.0,1,10.17853
-100000.0,1,10.186594
-100000.0,1,10.188561
-100000.0,1,10.194539
-896911.670214,2,10.199532
-100000.0,1,10.203987
-100000.0,1,10.207224
-224903.376179,2,10.212295
-100000.0,1,10.217159
-100000.0,1,10.222715
-100000.0,1,10.227465
-100000.0,1,10.232249
-100000.0,1,10.236577
-100000.0,1,10.245787
-100000.0,1,10.248732
-100000.0,1,10.252734
-100000.0,1,10.256612
-100000.0,1,10.265252
-100000.0,1,10.267943
-100000.0,1,10.272629
-100000.0,1,10.276069
-100000.0,1,10.28153
-100000.0,1,10.28782
-100000.0,1,10.291185
-820075.308851,2,10.293312
-100000.0,1,10.29721
-100000.0,1,10.302328
-100000.0,1,10.308069
-100000.0,1,10.312052
