algo,variant,group,seed,auc
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",0.8714077096231289
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",0.8790833008816128
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",0.8562445960363265
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",0.870770946674079
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 1",0.8261986278253329
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 10",0.8247429149780038
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 11",0.8207604228166051
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 12",0.8247429149780038
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 13",0.8105667507977857
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 14",0.8261986278253329
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 15",0.8218534732456263
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 16",0.8105667507977857
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 17",0.8247429149780038
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 18",0.8105667507977857
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 19",0.8231785366411571
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 2",0.8218534732456263
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 20",0.8218534732456263
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 21",0.834933450080431
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 22",0.8218534732456263
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 23",0.8297981033737852
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 24",0.8201173800624383
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 25",0.8297981033737852
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 3",0.8261986278253329
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 4",0.8201173800624383
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 5",0.8231785366411571
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 6",0.8086176698545094
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 7",0.834933450080431
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 8",0.8201173800624383
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 9",0.8261986278253329
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 1",0.9325055286145598
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 10",0.9332147025093253
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 11",0.9337016441995684
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 12",0.9338293076791573
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 13",0.9310999276755462
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 14",0.929801807370977
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 15",0.9310999276755462
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 16",0.9329059803841245
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 17",0.9323960296686731
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 18",0.9322967067398656
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 19",0.9307107991939089
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 2",0.9316808927141514
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 20",0.9332147025093253
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 21",0.9331972227284894
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 22",0.9322967067398656
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 23",0.9332147025093253
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 24",0.9322967067398656
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 25",0.9337016441995684
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 3",0.9316808927141514
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 4",0.9316808927141514
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 5",0.9331972227284894
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 6",0.929801807370977
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 7",0.9337016441995684
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 8",0.9338293076791573
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 9",0.9316808927141514
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",0.7236884402721614
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",0.7318726370391285
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",0.5220601035279872
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",0.67959802407238
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",0.7236884402721614
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",0.7318726370391285
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",0.7236884402721614
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",0.7245396344818544
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",0.7174264199022423
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",0.7180220128402033
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",0.7174264199022423
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",0.7245396344818544
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",0.7245396344818544
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",0.7174264199022423
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",0.7360752369619
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",0.7236884402721614
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",0.5220601035279872
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",0.67959802407238
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",0.7245396344818544
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",0.646035294262993
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",0.6935763615637336
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",0.7360752369619
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",0.7236884402721614
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",0.7180220128402033
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",0.7174264199022423
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",0.7996524087510675
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",0.8035715435328546
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",0.7979428816075991
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",0.816459152194505
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",0.7996524087510675
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",0.8045178896292042
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",0.8188095149272544
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",0.825358387335213
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",0.8188095149272544
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",0.825358387335213
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",0.8364420452783612
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",0.8362362350859791
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",0.8362362350859791
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",0.825741559241509
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",0.7979428816075991
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",0.825358387335213
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",0.7979428816075991
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",0.8035715435328546
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",0.825358387335213
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",0.8214259043480044
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",0.7996524087510675
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",0.7996524087510675
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",0.7979428816075991
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",0.8188095149272544
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",0.8214259043480044
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 1",0.8317071579175358
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 10",0.8267223935564719
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 11",0.8304747361189103
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 12",0.8304747361189103
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 13",0.8320338264992425
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 14",0.8308733868670924
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 15",0.8327637486347277
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 16",0.8331361268321115
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 17",0.8312047749747729
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 18",0.8349980735426283
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 19",0.8438681258085071
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 2",0.8308580935613586
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 20",0.8265500684870799
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 21",0.8312047749747729
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 22",0.8320338264992425
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 23",0.8312589676774368
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 24",0.8312047749747729
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 25",0.8328492518906714
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 3",0.8415658847047907
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 4",0.8304747361189103
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 5",0.8312043599366812
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 6",0.8312238676683519
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 7",0.8312047749747729
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 8",0.8320338264992425
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 9",0.8265500684870799
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 1",0.9173438114610489
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 10",0.9202868561207789
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 11",0.9202434163464205
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 12",0.9225712838851373
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 13",0.9168622344479441
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 14",0.9208053807937105
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 15",0.9202361907205868
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 16",0.9201391973235852
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 17",0.9192189802164539
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 18",0.9205239254636122
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 19",0.9226311304652819
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 2",0.9173431233062074
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 20",0.9175160451680804
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 21",0.9213108349591872
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 22",0.9226319157812736
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 23",0.9199329167733188
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 24",0.9227555522784067
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 25",0.9203919717727898
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 3",0.9225711978666553
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 4",0.9225700796263886
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 5",0.9212034806514493
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 6",0.9189291170361611
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 7",0.9175510320876402
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 8",0.9192306504702287
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 9",0.9189345943754984
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",0.6113900626708929
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",0.6836689558665425
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",0.6873672160271785
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",0.5948124924204221
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",0.5925518012810664
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",0.6952435283681856
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",0.6100489183444991
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",0.5930231604232596
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",0.6354634716900066
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",0.6126868189348899
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",0.6372322964106648
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",0.6823899812604977
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",0.6325202301087869
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",0.6320691160160201
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",0.6060824714918258
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",0.6222236756634805
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",0.6921697412414787
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",0.6412870183087236
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",0.5983429236823881
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",0.6906110983446343
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",0.6154347834628024
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",0.5944160936335506
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",0.6830480680773859
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",0.6866448017116815
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",0.6135892753267532
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",0.8274914738515246
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",0.8283663418679482
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",0.8264788704432948
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",0.8250458500297848
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",0.8257804990103351
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",0.8260584461254805
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",0.8308109136617096
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",0.8284036799012848
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",0.8301822108951407
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",0.8287642187674792
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",0.8285141148360047
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",0.8232654109530111
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",0.8278912767125314
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",0.8276162214996414
