algo,variant,group,seed,mean_reward
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",501.80054774295667
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",491.6805047270099
HAPPO,RewardMaxMedian,HAPPO-RewardMaxMedian,"HAPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",501.70309420425724
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 1",1380.8018886214609
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 10",1366.8480549229237
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 11",1350.9502099445733
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 12",1366.8480549229237
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 13",1359.3398051657896
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 14",1380.8018886214609
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 15",1359.9746461753
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 16",1359.3398051657896
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 17",1366.8480549229237
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 18",1359.3398051657896
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 19",1357.823296908942
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 2",1359.9746461753
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 20",1359.9746461753
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 21",1384.6792690473378
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 22",1359.9746461753
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 23",1373.9834662610986
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 24",1359.7977770977143
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 25",1373.9834662610986
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 3",1380.8018886214609
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 4",1359.7977770977143
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 5",1357.823296908942
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 6",1353.099263769236
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 7",1384.6792690473378
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 8",1359.7977770977143
HATRPO,DefaultReward,HATRPO-DefaultReward,"HATRPO-DefaultReward (0.5,0.7,0.5,0.6) - 9",1380.8018886214609
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 1",-32.162416494476126
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 10",-31.800022835756952
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 11",-31.577829113769592
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 12",-31.535687991650907
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 13",-32.7948218627109
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 14",-33.368698345031596
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 15",-32.7948218627109
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 16",-31.96482620120226
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 17",-32.184937944237916
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 18",-32.25196034451762
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 19",-32.989573927514975
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 2",-32.51613244945154
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 20",-31.800022835756952
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 21",-31.834901879450328
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 22",-32.25196034451762
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 23",-31.800022835756952
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 24",-32.25196034451762
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 25",-31.577829113769592
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 3",-32.51613244945154
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 4",-32.51613244945154
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 5",-31.834901879450328
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 6",-33.368698345031596
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 7",-31.577829113769592
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 8",-31.535687991650907
HATRPO,RewardHard,HATRPO-RewardHard,"HATRPO-RewardHard (0.5,0.7,0.5,0.6) - 9",-32.51613244945154
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",5.584779123396695
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",5.761755527230199
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",7.001028371871474
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",4.679561761853032
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",5.584779123396695
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",5.761755527230199
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",5.584779123396695
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",5.321391546679011
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",5.878445608423597
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",6.546481564089741
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",5.878445608423597
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",5.321391546679011
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",5.321391546679011
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",5.878445608423597
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",5.755237316904233
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",5.584779123396695
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",7.001028371871474
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",4.679561761853032
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",5.321391546679011
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",7.170383802190549
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",5.196793821184334
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",5.755237316904233
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",5.584779123396695
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",6.546481564089741
HATRPO,RewardLowerQuantile,HATRPO-RewardLowerQuantile,"HATRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",5.878445608423597
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",1963.0344171630786
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2008.040943196093
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",1996.6432607349325
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",1962.396958256775
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",1963.0344171630786
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",1980.047788489975
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",1992.2164091962015
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",1998.768326847491
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",1992.2164091962015
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",1998.768326847491
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",1988.0857654982026
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2008.6236562496201
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",2008.6236562496201
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",2022.3436684626279
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",1996.6432607349325
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",1998.768326847491
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",1996.6432607349325
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",2008.040943196093
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",1998.768326847491
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",1963.0883803457225
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",1963.0344171630786
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",1963.0344171630786
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",1996.6432607349325
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",1992.2164091962015
HATRPO,RewardMaxMedian,HATRPO-RewardMaxMedian,"HATRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",1963.0883803457225
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 1",1453.9940084135449
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 10",1446.6145887104544
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 11",1452.3341527038135
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 12",1452.3341527038135
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 13",1457.296976575056
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 14",1453.704328236707
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 15",1455.2996483447555
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 16",1458.7111090376002
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 17",1452.267853116205
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 18",1461.411001509892
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 19",1472.8580240508966
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 2",1454.7827824653587
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 20",1446.5539840328968
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 21",1452.267853116205
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 22",1457.296976575056
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 23",1455.2965823066809
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 24",1452.267853116205
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 25",1458.6683655705197
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 3",1469.6426482362401
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 4",1452.3341527038135
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 5",1452.2673143654579
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 6",1452.3069071556613
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 7",1452.267853116205
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 8",1457.296976575056
IA2C,DefaultReward,IA2C-DefaultReward,"IA2C-DefaultReward (0.5,0.7,0.5,0.6) - 9",1446.5539840328968
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 1",-44.19273304100605
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 10",-42.767201856291074
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 11",-42.78820185570773
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 12",-41.65603522049015
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 13",-39.58380205511072
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 14",-42.51603519660125
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 15",-42.79170185561051
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 16",-42.834118521098944
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 17",-43.34723917991229
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 18",-42.65236852614755
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 19",-41.63611855437672
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 2",-44.19306637433012
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 20",-44.1137330432005
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 21",-42.33427310635533
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 22",-41.63128522117765
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 23",-43.05745022906548
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 24",-41.45938889119118
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 25",-42.71628519103875
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 3",-41.65611855382117
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 4",-41.656618553807284
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 5",-42.3817307321557
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 6",-43.48308663376586
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 7",-44.09239971045975
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 8",-43.337069688669345
IA2C,RewardHard,IA2C-RewardHard,"IA2C-RewardHardMax (0.5,0.7,0.5,0.6) - 9",-43.48495104049374
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",7.265347217098524
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",7.232639056895768
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",7.250396365131321
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",7.27504562555853
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",7.266924044535829
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",7.259047067800637
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",7.267523528660336
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",7.267665624377624
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",7.278614691700119
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",7.2724255253721335
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",7.285586314552114
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",7.248226653527631
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",7.2690797942882295
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",7.266352382537335
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",7.265893774027596
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",7.280516648595232
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",7.27033347178698
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",7.30021078850684
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",7.258801379895977
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",7.272828973805618
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",7.279814389832022
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",7.274720891537576
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",7.25230389262173
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",7.247425930574684
IA2C,RewardLowerQuantile,IA2C-RewardLowerQuantile,"IA2C-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",7.272319716922702
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",2127.7138105900176
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2125.2449341336246
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",2124.9291879650596
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",2118.8043574946737
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",2120.247479355267
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",2125.2146273956464
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",2134.5565880911267
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",2128.9787127074455
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",2127.587347918019
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",2125.7831167459776
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",2124.409661478828
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2115.116097036061
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",2130.5431557488296
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",2122.7211512479666
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",2121.429475204908
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",2119.801931704998
