algo,variant,group,seed,mean_reward
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",2127.090463691872
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",2122.470577615103
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",2125.697906584857
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",2121.5018461965487
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",2127.964402348296
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",2135.457361942912
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",2121.7346753517963
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",2133.3233105405534
IA2C,RewardMaxMedian,IA2C-RewardMaxMedian,"IA2C-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",2134.1160049747637
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 1",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 10",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 11",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 12",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 13",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 14",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 15",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 16",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 17",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 18",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 19",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 2",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 20",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 21",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 22",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 23",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 24",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 25",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 3",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 4",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 5",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 6",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 7",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 8",1536.3558394282074
IPPO,DefaultReward,IPPO-DefaultReward,"IPPO-DefaultReward (0.5,0.7,0.5,0.6) - 9",1536.3558394282074
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 1",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 10",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 11",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 12",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 13",-21.449582109446876
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 14",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 15",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 16",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 17",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 18",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 19",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 2",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 20",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 21",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 22",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 23",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 24",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 25",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 3",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 4",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 5",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 6",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 7",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 8",-14.469320992490715
IPPO,RewardHard,IPPO-RewardHard,"IPPO-RewardHardMax (0.5,0.7,0.5,0.6) - 9",-14.469320992490715
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",4.160788903538332
IPPO,RewardLowerQuantile,IPPO-RewardLowerQuantile,"IPPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",4.160788903538332
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 19",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 2",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 20",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 21",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 22",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 23",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 24",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 25",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 3",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 4",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 5",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 6",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 7",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 8",2221.93004861992
IPPO,RewardMaxMedian,IPPO-RewardMaxMedian,"IPPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 9",2221.93004861992
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 1",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 10",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 11",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 12",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 13",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 14",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 15",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 16",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 17",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 18",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 19",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 2",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 20",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 21",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 22",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 23",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 24",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 25",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 3",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 4",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 5",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 6",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 7",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 8",1385.3191715487999
ITRPO,DefaultReward,ITRPO-DefaultReward,"ITRPO-DefaultReward (0.5,0.7,0.5,0.6) - 9",1385.3191715487999
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 1",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 10",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 11",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 12",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 13",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 14",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 15",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 16",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 17",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 18",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 19",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 2",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 20",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 21",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 22",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 23",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 24",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 25",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 3",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 4",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 5",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 6",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 7",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 8",-29.88163022314651
ITRPO,RewardHard,ITRPO-RewardHard,"ITRPO-RewardHardMax (0.5,0.7,0.5,0.6) - 9",-29.88163022314651
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 1",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 10",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 11",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 12",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 13",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 14",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 15",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 16",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 17",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 18",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 19",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 2",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 20",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 21",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 22",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 23",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 24",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 25",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 3",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 4",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 5",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 6",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 7",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 8",7.814926145391549
ITRPO,RewardLowerQuantile,ITRPO-RewardLowerQuantile,"ITRPO-RewardLowerQuantile (0.5,0.7,0.5,0.6) - 9",7.814926145391549
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 1",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 10",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 11",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 12",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 13",1786.9257680102817
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 14",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 15",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 16",1969.567500221693
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 17",2029.5505071880168
ITRPO,RewardMaxMedian,ITRPO-RewardMaxMedian,"ITRPO-RewardMaxMedian (0.5,0.7,0.5,0.6) - 18",1969.567500221693
